Gene	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
NM_001183248.1	5	2	2	6	1	3	2	0	0	9	10	7
NM_001183249.1	0	1	0	0	0	0	1	0	3	1	1	1
NM_001183250.3	27	16	37	30	34	43	41	35	28	68	65	55
NM_001183251.1	306	300	378	526	519	540	455	416	425	516	543	498
NM_001183252.1	106	112	137	81	83	89	105	86	100	77	86	85
NM_001183253.3	0	0	0	1	0	0	0	0	0	2	0	1
NM_001183255.1	64	66	55	51	55	48	51	45	61	54	67	55
NM_001183256.1	580	630	642	770	865	841	953	892	803	1039	1021	976
NM_001183257.1	281	302	287	266	286	263	360	370	312	283	337	319
NM_001183258.1	3215	3364	2750	3460	3006	3213	2968	3028	3171	3608	3325	3810
NM_001183259.1	940	894	903	854	887	869	946	904	1082	1027	1012	981
NM_001183260.1	1243	1358	1337	1030	906	959	906	812	910	794	790	755
NM_001183261.1	650	703	765	619	638	576	549	674	539	673	695	669
NM_001183262.1	258	238	253	245	244	275	239	259	249	275	286	244
NM_001183263.1	58	64	79	70	71	53	78	61	61	95	79	88
NM_001183264.1	665	684	797	706	808	763	697	676	706	733	724	682
NM_001183265.1	431	488	414	497	524	574	393	408	450	461	492	533
NM_001183266.1	875	853	855	599	656	626	598	595	716	531	543	481
NM_001183267.1	256	281	283	253	250	278	265	302	280	275	279	286
NM_001183268.1	13	2	6	2	10	3	7	5	10	7	8	4
NM_001183269.1	2	4	0	1	4	3	2	0	3	2	4	0
NM_001183270.1	384	428	446	513	497	490	457	445	452	613	588	622
NM_001183271.1	213	214	253	246	249	263	223	244	292	241	301	283
NM_001183272.1	365	373	411	361	374	374	298	270	348	405	357	367
NM_001183273.1	554	594	673	527	519	551	562	611	561	639	645	651
NM_001183274.1	787	772	820	634	649	705	699	665	706	563	623	603
NM_001183275.1	2305	2243	2448	2479	2490	2541	2463	2528	2703	2555	2529	2615
NM_001183276.2	1250	1175	1138	1042	1153	1076	980	951	1023	975	1004	889
NM_001183277.1	126	115	148	118	112	119	116	93	107	97	103	105
NM_001183278.1	0	1	0	2	0	0	0	1	0	2	3	2
NM_001183279.1	177	170	171	168	182	154	196	191	214	172	178	193
NM_001183280.1	422	393	478	399	443	515	466	446	468	466	533	505
NM_001183281.1	1250	1386	1267	1540	1549	1664	1413	1249	1444	1498	1463	1472
NM_001183282.1	231	218	209	250	199	235	201	191	227	215	226	204
NM_001183283.1	2	0	2	2	1	0	1	1	1	4	7	2
NM_001183284.1	3795	3882	3728	4012	4107	4068	3955	4049	4187	4134	4115	4099
NM_001183285.1	541	583	591	425	442	361	344	414	383	331	334	279
NM_001183286.1	259	286	264	312	295	281	236	231	207	270	280	303
NM_001183287.1	115	139	150	120	152	131	120	147	157	116	139	124
NM_001183288.1	190	185	193	209	154	166	195	182	221	200	180	179
NM_001183290.1	560	620	452	572	473	513	532	517	547	547	528	517
NM_001183292.1	1981	1931	1961	2301	2248	2311	2318	2329	2375	2801	2656	2662
NM_001183293.1	20917	19617	17772	17664	18495	17492	16575	16139	17608	14637	15883	15055
NM_001183294.1	37477	35901	31084	29879	29731	27053	25880	25730	27684	23475	22488	21669
NM_001183295.1	2175	2346	2039	2580	2269	2104	1896	1836	1854	1997	2051	1853
NM_001183296.1	190	202	238	184	181	212	198	204	270	225	208	204
NM_001183297.1	36	44	29	52	47	55	48	41	50	47	42	43
NM_001183298.1	226	213	227	187	192	189	210	184	196	210	203	232
NM_001183299.1	583	587	596	638	606	684	698	700	734	775	750	772
NM_001183301.1	11	3	5	9	8	15	22	9	14	16	19	19
NM_001183302.1	102	79	87	126	141	132	150	162	124	211	251	221
NM_001183303.1	1297	1290	1349	1351	1401	1348	1555	1493	1456	1617	1495	1393
NM_001183305.1	1293	1387	1266	1205	1088	1252	1027	1039	1169	1210	1094	1207
NM_001183306.1	1008	945	998	899	969	972	1123	1223	1320	1150	1048	1127
NM_001183307.1	55	31	13	31	35	26	45	41	54	116	114	83
NM_001183308.1	153	131	155	153	163	180	198	197	209	195	225	204
NM_001183309.1	190	198	196	226	245	281	221	224	224	240	269	304
NM_001183310.1	150	162	140	172	183	217	209	226	192	210	239	225
NM_001183311.1	252	290	353	270	276	295	284	257	252	240	242	223
NM_001183312.1	1375	1393	1399	1230	1233	1290	1296	1325	1299	1217	1107	1185
NM_001183313.2	552	405	509	573	619	722	1369	1355	1494	1193	1103	1133
NM_001183314.1	3040	2779	2784	2401	2534	2409	2535	2481	2635	1955	1914	1912
NM_001183315.1	578	630	612	548	595	642	466	550	543	531	608	603
NM_001183316.1	2789	2811	2739	2943	3030	3261	3044	3136	3374	3644	3491	3630
NM_001183317.1	324	280	356	344	333	344	384	384	395	362	313	365
NM_001183318.1	182	174	185	205	189	175	230	200	245	205	198	231
NM_001183319.1	1259	1123	1138	1183	1214	1139	1356	1332	1375	1123	1051	1030
NM_001183320.1	250	248	280	295	279	316	319	326	319	316	333	353
NM_001183321.1	355	394	383	350	347	379	413	377	437	455	406	371
NM_001183322.1	183	219	203	200	208	258	178	182	231	180	180	192
NM_001183323.1	260	279	237	281	276	257	266	243	252	268	270	258
NM_001183324.1	175	182	201	171	162	184	168	161	163	186	180	189
NM_001183325.1	1156	1169	1034	1371	1315	1362	1096	1136	1144	1540	1468	1512
NM_001183326.1	206	206	222	237	218	210	219	160	177	220	249	212
NM_001183327.1	173	156	159	145	133	162	193	180	194	211	205	235
NM_001183328.1	221	223	227	223	223	228	196	231	245	233	241	263
NM_001183329.2	178	225	229	222	223	212	226	263	248	265	246	260
NM_001183330.1	1087	1201	1299	1358	1421	1407	1608	1490	1542	1729	1667	1682
NM_001183331.2	2612	2548	2768	2613	2884	2591	2508	2315	2609	2521	2404	2453
NM_001183332.1	278	326	235	366	333	341	327	327	305	393	372	398
NM_001183334.1	388	396	441	375	427	409	379	389	354	349	345	298
NM_001183335.1	726	708	779	582	562	647	590	643	585	592	446	549
NM_001183336.1	250	228	240	187	195	195	223	231	253	281	241	246
NM_001183337.1	45	55	50	42	45	41	63	54	60	60	44	53
NM_001183338.1	5	5	6	2	8	3	5	1	0	27	29	20
NM_001183340.1	190333	169882	181427	162431	161805	180305	151673	151207	165714	144633	148471	142962
NM_001183341.1	388	414	415	377	358	417	433	384	361	395	379	384
NM_001183342.1	700	649	717	549	619	558	591	637	560	502	584	565
NM_001183343.1	403	414	356	345	364	331	288	314	337	300	263	317
NM_001183344.1	1456	1458	1618	1429	1378	1301	1459	1533	1501	1211	1294	1243
NM_001183345.1	2	6	3	5	5	2	1	8	6	7	5	5
NM_001183346.1	1658	1665	1613	1655	1692	1631	1748	1849	1708	1660	1755	1678
NM_001183347.1	535	489	538	494	493	533	447	458	518	445	431	467
NM_001183348.1	653	657	676	530	590	540	476	459	505	497	483	451
NM_001183349.1	113	118	109	109	102	114	118	127	109	106	122	114
NM_001183350.1	174	215	203	220	231	240	216	202	213	256	214	235
NM_001183351.1	4528	4477	4051	4617	4820	4425	4499	4298	4801	4505	4290	4418
NM_001183352.1	2542	2577	2828	2961	2940	3059	3161	2996	2916	3207	3287	3410
NM_001183354.1	233	230	246	193	199	228	206	207	214	190	181	203
NM_001183355.1	228	282	176	262	264	248	285	283	242	243	259	269
NM_001183356.1	447	461	435	359	370	374	381	389	366	357	299	317
NM_001183357.1	382	423	425	477	502	515	473	486	464	487	469	474
NM_001183358.1	3	1	0	0	2	0	2	0	0	0	0	1
NM_001183359.1	63	74	48	66	68	55	67	97	77	92	100	72
NM_001183361.1	292	341	340	348	356	358	382	366	340	353	373	381
NM_001183362.1	115	120	127	132	134	98	68	74	74	87	60	72
NM_001183363.1	14761	14679	13161	14966	15400	13731	11894	12596	12579	12795	12449	12131
NM_001183364.1	64	99	55	65	74	103	88	89	99	103	103	95
NM_001183365.1	1147	1158	1053	948	953	925	911	884	973	903	784	793
NM_001183366.1	113	97	79	104	93	108	97	101	103	131	115	104
NM_001183367.1	51	61	48	59	53	56	69	61	65	80	74	92
NM_001183368.1	52	37	40	32	38	41	43	54	64	49	52	34
NM_001183369.1	649	593	531	688	662	735	651	680	650	819	852	747
NM_001183370.1	134	158	158	142	156	167	188	175	150	156	147	156
NM_001183371.1	81	106	134	98	100	103	99	96	104	92	99	106
NM_001183373.1	455	560	560	766	833	843	969	929	876	1369	1345	1271
NM_001183374.1	40159	34961	36442	27262	29703	29134	30398	30713	32662	25024	25044	24881
NM_001183375.1	21584	20823	19870	18375	19084	17090	16369	16872	17553	16088	15997	15508
NM_001183376.1	614	634	634	691	711	699	754	678	671	788	865	837
NM_001183377.1	4536	4638	3866	5040	4388	4806	4138	4388	4814	5143	5091	5108
NM_001183378.1	764	830	860	752	717	848	825	730	828	702	704	613
NM_001183379.2	314	318	337	401	347	290	363	327	348	366	389	371
NM_001183380.1	922	820	955	673	704	810	826	823	923	588	576	580
NM_001183381.1	45206	41708	37999	37871	39046	34776	34754	35593	36358	31546	31524	30108
NM_001183382.1	132	127	135	118	136	101	135	123	106	109	105	93
NM_001183383.1	1014	1046	1172	1105	1133	1199	1129	1159	1084	1079	1203	1143
NM_001183384.1	806	850	757	798	764	795	673	641	729	626	613	615
NM_001183385.1	1	0	0	0	0	2	1	0	0	2	1	2
NM_001183386.1	3	4	8	5	5	2	7	5	1	11	3	7
NM_001183387.1	412	448	498	506	483	502	401	416	480	459	503	447
NM_001183389.1	174	194	206	184	220	192	152	195	171	208	183	206
NM_001183390.1	295	356	433	342	367	349	377	355	356	379	311	294
NM_001183391.1	452	485	477	473	468	507	506	489	546	536	593	568
NM_001183392.2	240	219	259	234	222	240	234	224	228	242	211	237
NM_001183393.1	7615	7088	7502	6772	7472	7057	7121	7165	7878	6865	6971	6493
NM_001183394.1	124	121	140	128	145	126	189	153	175	178	179	162
NM_001183395.2	346	350	444	449	494	452	455	405	462	477	472	424
NM_001183396.2	650	653	676	692	715	801	849	751	832	858	815	787
NM_001183397.1	3024	2727	2535	2212	2229	2225	2072	2023	2017	1629	1704	1596
NM_001183398.1	461	467	533	514	494	526	429	438	433	422	408	390
NM_001183399.2	1561	1577	1609	1638	1548	1576	1443	1366	1361	1626	1569	1657
NM_001183400.1	281	241	322	245	248	247	265	258	303	240	226	216
NM_001183401.1	389	325	409	532	508	584	684	712	745	895	805	799
NM_001183402.1	342	319	361	359	380	368	404	354	390	374	320	352
NM_001183403.1	586	582	564	631	658	629	651	633	647	687	705	656
NM_001183405.1	1201	1169	1945	1934	2150	2578	3186	3153	3422	4399	4145	3338
NM_001183406.1	414	450	457	565	611	493	867	932	853	599	713	658
NM_001183407.1	16	26	21	16	19	18	23	29	21	19	24	25
NM_001183408.1	1998	1661	1428	3483	3768	2939	2897	3566	3796	7348	6502	7576
NM_001183409.1	5	9	16	13	14	28	30	18	11	45	45	43
NM_001183410.1	44	34	55	34	39	60	46	51	43	58	56	53
NM_001183411.1	3176	2499	2676	3682	3423	3609	3217	3435	3479	2743	3166	2860
NM_001183412.1	127	160	140	126	136	139	153	124	152	136	129	152
NM_001183414.1	0	0	0	1	1	2	0	0	0	3	0	2
NM_001183416.1	0	1	0	0	1	0	2	1	1	3	1	5
NM_001183417.1	37	31	42	39	28	41	34	36	25	31	21	36
NM_001183418.1	2	0	0	0	1	0	2	0	3	0	3	3
NM_001183420.1	1101	1019	936	1116	1092	1060	1195	1130	1297	1272	1133	1198
NM_001183421.1	827	850	1019	768	814	907	994	1000	961	784	893	943
NM_001183422.1	45	49	63	40	37	31	46	47	49	33	54	45
NM_001183423.1	847	825	939	811	905	849	604	569	643	652	614	579
NM_001183424.1	96	77	108	80	84	99	100	96	131	103	106	94
NM_001183425.1	532	493	533	434	483	449	323	361	309	375	389	369
NM_001183426.1	4971	5094	6288	7145	6553	6923	6174	6507	6269	7672	7684	7641
NM_001183427.1	952	991	942	989	1016	833	880	1032	942	1046	1078	1006
NM_001183428.1	13	12	42	12	13	13	19	18	15	20	19	19
NM_001183429.1	62	55	79	34	32	36	23	41	29	13	22	33
NM_001183430.1	128	165	177	146	153	157	202	176	206	181	178	177
NM_001183431.1	36	47	43	40	38	30	37	39	39	46	39	33
NM_001183433.1	1583	1651	1673	1585	1576	1516	1675	1612	1530	1643	1610	1652
NM_001183435.1	516	536	614	560	626	518	633	610	594	537	564	544
NM_001183436.1	189	217	206	189	185	177	172	192	203	181	210	161
NM_001183437.1	342	350	369	317	323	346	371	393	322	336	293	342
NM_001183438.1	23	25	27	26	32	33	39	38	38	29	45	30
NM_001183439.1	3948	3812	4180	4416	4332	4301	3988	4152	4286	4043	4229	3958
NM_001183440.1	1749	1666	1910	1844	1933	1965	1713	1712	1697	1967	2126	2037
NM_001183441.1	178	181	177	195	191	194	166	237	196	235	202	194
NM_001183442.1	411	388	464	485	483	569	462	558	457	668	600	601
NM_001183444.1	427	429	440	477	455	467	489	453	472	475	444	473
NM_001183445.1	152	161	177	177	179	195	208	172	168	198	205	210
NM_001183446.1	14924	16166	14624	22070	20159	18101	15012	15229	14880	19318	19015	18710
NM_001183447.1	182	173	161	277	236	228	238	259	235	276	250	314
NM_001183449.1	125	114	126	112	127	137	133	117	120	140	162	127
NM_001183451.1	3	1	3	2	1	3	2	3	1	2	3	3
NM_001183452.1	218	166	193	197	140	179	148	161	166	181	189	160
NM_001183453.1	344	304	291	175	185	219	223	224	224	139	155	140
NM_001183454.1	402	422	362	394	375	349	479	459	413	448	421	408
NM_001183455.1	164	204	209	316	277	265	228	290	242	369	373	315
NM_001183456.1	116	135	185	112	123	142	152	134	120	133	139	118
NM_001183457.1	571	518	554	537	554	561	565	545	511	579	557	545
NM_001183458.1	807	807	834	746	767	714	802	787	845	752	676	752
NM_001183459.1	150	115	176	105	125	132	144	140	182	110	102	106
NM_001183461.1	1124	1156	998	1008	870	942	822	895	859	1128	1101	1065
NM_001183462.1	644	577	575	623	620	558	545	521	599	616	565	581
NM_001183463.1	72	66	55	42	65	43	57	61	58	52	59	58
NM_001183464.1	791	820	823	671	711	662	711	868	906	735	633	641
NM_001183465.1	4023	4111	3840	4767	4458	4539	4286	4106	4139	4893	4776	4791
NM_001183466.1	314	338	317	330	304	290	216	261	269	288	276	277
NM_001183467.1	1565	1483	1609	1518	1475	1560	1597	1532	1698	1423	1347	1429
NM_001183468.1	30	17	71	41	28	94	48	65	53	60	44	48
NM_001183470.1	1659	1601	1733	1340	1457	1478	1628	1644	1746	1381	1377	1397
NM_001183471.1	734	711	552	1180	1111	901	729	664	647	1135	1061	980
NM_001183473.1	314	311	221	237	214	238	215	245	212	195	160	164
NM_001183475.1	1098	1088	1100	1033	965	1020	1035	952	1034	856	889	859
NM_001183476.1	545	574	609	759	777	723	519	504	526	714	617	632
NM_001183477.1	373	414	374	330	378	346	351	368	368	329	338	371
NM_001183478.1	125	128	106	182	145	164	187	172	155	223	219	198
NM_001183479.1	58	42	64	48	49	40	42	29	53	43	49	28
NM_001183480.1	1088	1083	1232	1291	1299	1379	1157	1155	1222	1307	1319	1301
NM_001183481.1	63	55	42	61	48	63	82	78	90	103	110	95
NM_001183482.1	96781	91879	86939	75283	77270	74717	70742	72048	77210	62672	61283	60280
NM_001183483.1	57	62	52	66	76	46	70	60	52	63	57	63
NM_001183484.1	573	654	464	460	585	386	561	580	682	616	631	561
NM_001183485.1	459	520	446	508	544	560	586	475	539	588	479	547
NM_001183486.1	1009	982	1064	1012	1066	964	1188	1140	1071	1095	1074	1134
NM_001183488.1	775	858	715	860	742	773	658	626	699	821	737	809
NM_001183489.1	365	349	356	339	343	296	360	301	316	321	289	335
NM_001183490.1	230	256	319	216	197	194	283	324	255	247	264	243
NM_001183492.1	132	131	142	122	130	146	116	134	123	190	144	139
NM_001183493.1	727	675	680	934	821	892	791	791	816	964	824	815
NM_001183494.1	261	301	293	191	175	199	154	183	180	150	162	148
NM_001183495.1	408	391	414	397	371	379	309	335	337	379	362	356
NM_001183496.1	133	154	156	152	131	126	89	148	118	106	107	112
NM_001183497.1	495	545	568	528	464	548	359	412	423	451	434	400
NM_001183498.1	266	248	343	361	382	376	396	342	358	408	432	392
NM_001183499.1	76	92	111	106	127	98	137	114	110	136	127	136
NM_001183500.1	408	410	478	322	363	376	382	418	387	404	341	398
NM_001183502.1	201	197	164	161	175	154	129	158	170	170	135	156
NM_001183503.1	5	3	6	5	8	8	6	3	6	7	7	11
NM_001183504.1	1736	1666	1673	1547	1777	1952	1997	2137	1964	1960	1959	1925
NM_001183505.1	2178	2561	2364	2008	1865	2076	1958	1889	1832	1734	1746	1778
NM_001183506.1	636	663	583	641	626	664	783	724	703	686	708	725
NM_001183508.1	774	731	750	834	822	767	799	737	778	917	918	849
NM_001183509.1	516	517	593	532	579	621	563	564	508	627	535	577
NM_001183510.1	1908	1744	2035	1484	1587	1513	1346	1443	1503	1313	1244	1170
NM_001183511.1	367	319	328	313	268	348	365	348	341	223	254	244
NM_001183512.1	358	342	356	398	408	364	409	418	433	435	354	407
NM_001183513.1	247	244	267	294	277	238	274	298	298	286	299	321
NM_001183514.1	1665	1615	1734	1734	1582	1463	1364	1286	1317	1220	1281	1174
NM_001183515.1	41918	39607	31947	38225	39690	31867	34999	33653	36274	31750	31681	31269
NM_001183516.1	116	114	121	100	110	88	99	109	90	107	114	103
NM_001183517.1	1993	2283	1776	2553	2263	2376	2174	2164	2112	2447	2271	2506
NM_001183518.1	2757	2807	2839	2421	2461	2319	2463	2574	2567	1947	2035	2016
NM_001183519.1	4	8	6	6	5	2	5	10	7	9	4	5
NM_001183520.1	769	815	755	821	865	778	814	836	858	788	759	726
NM_001183522.1	675	772	797	814	861	826	863	862	690	836	774	786
NM_001183523.1	158	204	192	188	164	149	170	206	181	229	215	205
NM_001183525.1	265	244	203	184	190	159	141	152	170	131	145	140
NM_001183526.3	13	9	10	7	11	12	16	10	10	11	6	11
NM_001183527.1	2500	2393	2357	2086	2218	1945	2447	2490	2752	2131	2010	1918
NM_001183528.3	1801	1803	1921	2081	2115	2036	2052	2088	2049	2281	2245	2265
NM_001183529.1	309	359	304	313	305	346	334	313	340	274	287	270
NM_001183530.3	145	181	190	217	176	214	263	218	242	296	275	256
NM_001183531.1	613	595	614	587	610	593	593	590	624	684	585	659
NM_001183532.3	446	478	391	494	394	434	372	344	400	450	399	402
NM_001183533.1	94	75	76	57	67	53	61	70	67	72	62	58
NM_001183534.3	308	322	333	398	391	316	392	401	391	425	416	381
NM_001183535.1	2634	2468	2774	2560	2460	2568	3043	2616	2955	2440	2444	2481
NM_001183536.3	2814	2755	2588	3891	3409	3540	3325	3232	3249	3854	3743	3575
NM_001183537.1	257	309	295	229	219	265	284	288	263	250	277	253
NM_001183538.3	649	617	733	544	563	604	551	549	544	530	491	438
NM_001183539.1	67	27	27	61	46	41	37	36	42	93	115	78
NM_001183541.3	4942	5016	4668	5371	5390	4940	4517	4466	4703	4607	4749	4454
NM_001183542.1	1119	1168	1037	1051	968	947	763	783	860	791	783	750
NM_001183543.3	1727	1872	1704	1801	1675	1675	1776	1766	1675	1604	1538	1565
NM_001183544.1	272	249	271	298	279	338	286	313	322	325	380	369
NM_001183545.3	253	246	322	272	309	240	344	328	356	393	392	388
NM_001183546.1	464	497	406	447	410	452	376	379	406	441	439	394
NM_001183547.3	2019	1937	1564	1997	2247	1705	1786	1791	1811	2046	1999	1891
NM_001183548.1	110	105	134	109	92	137	138	121	134	127	143	138
NM_001183549.4	155	150	159	174	193	157	272	237	267	240	218	250
NM_001183550.1	324	307	393	357	350	444	324	333	324	418	433	428
NM_001183551.3	684	686	642	719	642	715	553	564	594	646	581	623
NM_001183552.1	165506	152451	139378	126442	128390	127081	123783	122162	139887	99441	96942	100559
NM_001183553.3	3	2	5	4	5	3	2	4	6	5	10	7
NM_001183555.1	3734	3650	4369	4227	4449	3973	4940	5094	5113	5023	5116	5015
NM_001183556.3	38	24	26	31	33	40	39	34	35	37	42	43
NM_001183557.1	454	482	441	435	450	450	400	398	472	455	467	492
NM_001183559.4	346	332	351	359	324	323	357	390	448	469	362	373
NM_001183560.1	964	1100	889	1111	1043	1103	1121	1083	1103	1159	1175	1209
NM_001183561.3	2127	2372	2256	2470	2630	2606	2660	2633	2662	3277	3199	3084
NM_001183562.1	263	278	325	270	311	296	276	314	299	272	327	288
NM_001183563.3	239	241	282	243	219	260	228	201	209	205	212	210
NM_001183564.1	2054	2015	1876	1885	1857	1742	1611	1622	1838	1703	1719	1652
NM_001183566.3	180	208	230	203	251	250	254	232	224	230	219	243
NM_001183567.1	108	111	103	104	104	99	73	100	110	104	128	92
NM_001183568.4	171	161	200	188	194	187	231	192	156	224	232	191
NM_001183569.1	395	346	351	321	379	386	364	297	298	374	346	298
NM_001183570.3	4184	3913	4451	4382	4340	4273	4863	4474	4637	4455	4259	4890
NM_001183571.1	78	89	87	89	102	96	119	131	113	131	167	149
NM_001183572.3	16726	13560	22903	20299	17044	30260	20346	18128	17427	14964	15931	17147
NM_001183573.1	182	192	159	215	182	194	194	204	188	185	210	216
NM_001183574.3	305	310	374	383	398	439	448	434	437	564	521	558
NM_001183575.1	258	248	243	229	263	235	248	218	269	249	251	238
NM_001183576.3	2479	2617	2477	3307	3290	3278	3182	3247	3150	3846	3840	3584
NM_001183577.1	477	505	486	394	408	430	382	326	354	354	330	315
NM_001183578.3	298	294	274	309	330	324	254	280	281	304	310	291
NM_001183579.1	732	752	699	834	755	685	796	755	764	810	793	837
NM_001183580.3	319	380	343	507	483	535	524	567	494	639	725	672
NM_001183581.3	292	325	324	199	243	157	255	192	242	265	193	182
NM_001183582.1	541	612	557	368	356	272	446	431	359	327	300	290
NM_001183583.3	1526	1574	1689	1483	1487	1319	1572	1542	1510	1401	1403	1364
NM_001183584.1	1906	2026	1895	2012	1907	1849	1982	1949	1840	1895	1990	1938
NM_001183585.3	153	168	166	116	143	118	157	157	159	124	127	122
NM_001183586.1	9828	9549	8724	8792	8895	7882	7953	8003	7916	7320	7755	7168
NM_001183587.3	11090	10588	10310	13901	13596	13453	12522	12163	12355	14128	14101	13678
NM_001183590.1	998	969	971	1069	1104	1033	1105	1184	1107	1255	1213	1278
NM_001183591.3	103	128	142	129	106	118	118	99	128	116	137	130
NM_001183592.1	30	20	39	40	33	46	50	47	43	122	124	91
NM_001183593.3	187	204	179	212	198	223	151	154	167	181	194	217
NM_001183594.1	1534	1627	1625	1374	1354	1394	1532	1485	1350	1205	1313	1343
NM_001183595.3	1198	1261	1382	1434	1533	1511	1792	1762	1936	2053	1870	2084
NM_001183596.1	21	21	16	13	21	30	27	19	21	23	45	35
NM_001183597.3	3	3	5	9	6	10	3	5	7	17	16	11
NM_001183598.1	188	192	196	137	145	156	145	140	163	157	167	124
NM_001183599.3	4	9	8	6	6	2	4	9	10	12	6	9
NM_001183600.1	749	784	583	918	734	843	733	892	785	1024	919	1058
NM_001183601.3	15010	14526	12991	12304	12886	10935	11604	11848	11653	10630	10713	9957
NM_001183602.1	4	8	6	7	5	5	23	6	7	18	12	15
NM_001183603.3	5224	5442	4409	4822	4768	3986	4747	4452	4750	3687	3628	3477
NM_001183604.1	449	464	556	410	465	447	491	475	457	478	554	455
NM_001183605.3	0	2	2	0	1	2	2	1	0	1	3	3
NM_001183606.1	3287	3216	3295	3571	3581	3629	3357	3508	3522	3655	3568	3544
NM_001183607.3	784	816	866	757	792	723	649	661	739	678	620	643
NM_001183608.1	293	307	314	249	212	223	174	147	145	134	124	126
NM_001183609.3	7	6	13	6	12	10	5	9	6	15	11	12
NM_001183610.1	517	598	428	584	500	569	502	481	555	546	518	560
NM_001183611.3	36	39	34	22	26	26	27	34	28	24	28	35
NM_001183612.3	65	67	50	65	47	41	64	61	61	46	72	62
NM_001183613.1	620	679	659	630	534	629	477	475	512	439	431	388
NM_001183614.3	706	855	671	868	682	710	611	584	670	755	675	792
NM_001183615.1	494	524	596	576	624	535	587	634	613	694	693	671
NM_001183616.3	3005	2630	2861	3139	3131	3174	2899	3132	3227	3280	3021	3140
NM_001183617.1	9472	9649	8927	7102	6660	6228	5910	5707	6230	5287	5176	5025
NM_001183620.3	286	284	290	280	272	267	326	353	344	336	360	297
NM_001183621.1	987	911	773	1132	1189	1089	1207	1240	1313	1443	1332	1243
NM_001183623.3	18497	17607	17606	16734	17858	17176	15445	16096	17885	15557	15021	15055
NM_001183624.1	117	117	114	102	104	139	139	161	131	134	112	115
NM_001183625.3	2899	2900	2942	2188	2209	2084	2010	2024	2174	2041	2020	1922
NM_001183626.1	1981	1875	2327	1865	1787	1910	2225	2072	2120	2063	1973	2089
NM_001183627.3	101	108	111	149	137	129	135	128	152	179	184	196
NM_001183628.1	2132	2187	2367	2522	2471	2470	2880	2834	2801	2793	2895	2916
NM_001183629.3	1167	1094	1195	1070	998	944	915	865	799	717	755	710
NM_001183630.1	599	619	604	726	742	646	754	774	781	875	809	879
NM_001183631.3	1165	1169	1092	1107	1055	1016	874	838	906	690	713	699
NM_001183632.1	119	129	176	149	126	144	138	165	152	171	147	166
NM_001183633.3	0	0	2	0	1	0	1	1	0	0	0	1
NM_001183634.1	262	344	324	242	262	245	227	232	231	221	220	216
NM_001183635.3	562	548	514	623	539	550	468	515	498	646	623	628
NM_001183636.1	1356	1284	1174	1319	1263	1300	1156	1200	1111	1227	1172	1261
NM_001183638.3	393	403	422	341	341	417	367	393	386	352	342	350
NM_001183639.1	497	494	452	627	661	642	525	502	479	829	715	772
NM_001183640.3	363	353	338	441	463	450	550	586	484	738	646	687
NM_001183641.1	269	220	327	392	362	386	657	638	571	758	823	735
NM_001183642.3	221	175	203	266	240	204	222	228	226	324	289	267
NM_001183643.1	2327	2104	2180	2019	2152	2160	1995	2035	2000	1903	1859	1791
NM_001183645.3	1103	1031	936	1094	1118	1013	1107	1197	1243	1364	1354	1276
NM_001183646.1	347	360	328	444	432	434	408	416	395	530	489	523
NM_001183647.3	84	74	64	77	88	99	77	93	78	84	102	110
NM_001183648.1	247	265	282	294	257	265	354	363	377	373	359	363
NM_001183649.3	4738	4447	4882	4189	4227	4203	4550	4529	4394	4169	4125	4071
NM_001183650.1	293	321	274	332	291	318	251	241	287	334	337	336
NM_001183651.3	2622	2484	2489	2653	2508	2396	2094	2259	2062	2261	2270	2162
NM_001183652.1	342	332	386	369	287	382	400	344	376	347	326	320
NM_001183653.3	12232	11043	10496	9300	9955	8842	8576	9154	9031	7335	7212	7000
NM_001183655.1	373	346	382	284	250	288	229	266	249	194	196	172
NM_001183656.3	30	10	11	11	10	12	25	9	11	14	7	9
NM_001183657.1	230	267	277	230	265	275	298	285	265	275	256	275
NM_001183658.6	2996	3351	2240	3128	2577	2586	2202	2151	2212	2355	2275	2427
NM_001183660.1	936	977	1003	1005	1043	1065	1167	1131	1197	1213	1095	1156
NM_001183661.3	3	1	2	2	1	0	3	1	0	1	1	1
NM_001183662.1	2229	2229	2206	2584	2371	2419	2380	2349	2440	2566	2501	2527
NM_001183663.3	216	267	309	277	329	293	291	292	303	350	301	283
NM_001183664.1	294	273	227	223	275	281	232	236	205	267	230	262
NM_001183665.3	485	402	478	492	528	497	485	441	505	521	544	490
NM_001183666.1	5671	5458	5776	3111	3491	3948	3636	4457	4306	3099	2840	2980
NM_001183668.3	194	137	187	141	126	161	173	176	166	147	156	152
NM_001183669.1	364	338	374	350	343	379	395	319	377	367	368	366
NM_001183670.3	905	901	958	1212	1205	1119	1179	1251	1222	1472	1448	1343
NM_001183671.1	570	602	515	614	597	550	521	459	420	465	436	450
NM_001183672.3	884	855	921	885	956	846	971	956	1016	1009	939	990
