transcripts	gene_name	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	wt_1_rpm	wt_2_rpm	wt_ssb1_flag_1_rpm	wt_ssb1_flag_2_rpm	min_corr_ck	min_corr_ip	comments	peak_num	peak_length	gaps	collision_start	peak_start	peak_end	collision_end	max_site	max_fold	mean_fold	ck_peak_rpm	ip_peak_rpm	P_Value	BHFDR	Peak_loci
YPL274W-t26_1	YPL274W	710	1498	399	733	65.0042	58.123	26.4462	27.8341	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL273W-t26_1	YPL273W	2073	4582	1572	2629	189.7938	177.7835	104.194	99.8307	0.6681	0.7425	Qualified	1	17	0	230	232	248	256	237	6.2602	3.8311	6.012865663601419	16.735822070889117	6.431931476641349e-05	-	cds
YPL273W-t26_1	YPL273W	2073	4582	1572	2629	189.7938	177.7835	104.194	99.8307	0.6681	0.7425	Qualified	2	10	0	279	281	290	299	285	2.6554	2.2667	4.734835533330681	5.682872965193047	0.5954846927132356	-	cds
YPL273W-t26_1	YPL273W	2073	4582	1572	2629	189.7938	177.7835	104.194	99.8307	0.6681	0.7425	Qualified	3	7	0	288	297	303	310	299	2.9782	2.5086	0.9567351398074514	2.378856376784425	0.0008864778831827747	-	cds
YPL272C-t26_1	YPL272C	9	16	14	23	0.824	0.6208	0.9279	0.8734	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL271W-t26_1	YPL271W	481	1309	206	368	44.038	50.7897	13.6539	13.974	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL270W-t26_1	YPL270W	165	471	335	656	15.1066	18.275	22.2042	24.9102	0.2346	0.4595	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL269W-t26_1	YPL269W	66	153	60	109	6.0426	5.9365	3.9769	4.139	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL268W-t26_1	YPL268W	88	268	173	324	8.0569	10.3985	11.4666	12.3032	0.0245	0.1388	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL267W-t26_1	YPL267W	163	390	163	311	14.9235	15.1322	10.8038	11.8096	0.501	0.5054	Qualified	1	12	0	146	149	160	168	156	3.6796	2.7044	0.4353129321295934	2.3415688782229305	0.000269708464529249	-	cds
YPL266W-t26_1	YPL266W	787	2067	1085	1961	72.0539	80.2004	71.9151	74.4648	0.6948	0.7224	Qualified	1	6	0	91	92	97	106	95	3.7707	3.0239	1.007958582708162	2.2946168221960566	0.0362551350468239	-	cds
YPL266W-t26_1	YPL266W	787	2067	1085	1961	72.0539	80.2004	71.9151	74.4648	0.6948	0.7224	Qualified	2	9	0	134	141	149	150	144	3.6717	3.0214	2.7228329415536177	6.244514785025284	0.016844727412487916	-	cds
YPL266W-t26_1	YPL266W	787	2067	1085	1961	72.0539	80.2004	71.9151	74.4648	0.6948	0.7224	Qualified	3	27	0	207	211	237	244	215	4.2088	2.7215	4.520753983057086	12.632661919913843	0.00011382814024593823	-	cds
YPL266W-t26_1	YPL266W	787	2067	1085	1961	72.0539	80.2004	71.9151	74.4648	0.6948	0.7224	Qualified	4	11	0	248	252	262	263	256	4.1253	3.165	2.0935179779899524	4.436999504721084	0.0032980761843316897	-	cds
YPL265W-t26_1	YPL265W	2369	5495	1235	2814	216.8941	213.2082	81.8572	106.8556	0.6132	0.5404	Qualified	1	8	0	83	83	90	93	87	5.3966	3.8027	2.3906462109215605	4.419041121090348	0.11064464289866048	-	cds
YPL264C-t26_1	YPL264C	19	60	13	32	1.7395	2.328	0.8617	1.2151	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL263C-t26_1	YPL263C	1112	2797	1342	2273	101.8093	108.5247	88.9493	86.3123	0.6477	0.6603	Qualified	1	7	0	165	167	173	176	169	2.8357	2.4698	1.1367828381825014	3.0243950683800236	0.03570335405037798	-	cds
YPL263C-t26_1	YPL263C	1112	2797	1342	2273	101.8093	108.5247	88.9493	86.3123	0.6477	0.6603	Qualified	2	9	0	214	223	231	236	227	4.3746	3.0003	1.3113846664731656	3.0423534520107594	0.006421532361807298	-	cds
YPL263C-t26_1	YPL263C	1112	2797	1342	2273	101.8093	108.5247	88.9493	86.3123	0.6477	0.6603	Qualified	3	6	0	403	405	410	419	407	2.8687	2.4625	1.099513728340812	2.587707129947707	0.002357032524751819	-	cds
YPL263C-t26_1	YPL263C	1112	2797	1342	2273	101.8093	108.5247	88.9493	86.3123	0.6477	0.6603	Qualified	4	5	0	406	415	419	426	418	2.8493	2.4438	1.4502486813672661	2.2086638534826597	0.2888677783028521	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	1	5	0	72	77	81	85	81	3.0308	2.647	1.3835396089624088	2.4268364812863155	0.188611308908536	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	2	5	0	232	241	245	253	243	2.5302	2.3547	0.7860478851560473	2.09094103059047	0.005510925827619208	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	3	6	0	282	286	291	297	287	3.135	2.7523	1.052204859079362	2.758585018899483	0.07853120336202321	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	4	16	0	305	308	323	326	322	3.3744	2.9341	4.4322614303146874	9.750493750914462	1.187265862003559e-05	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	5	10	0	331	332	341	342	339	2.8929	2.5817	4.53300435461809	6.902494215868916	0.11546684183216488	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	6	7	0	345	347	353	362	349	2.4518	2.2356	1.1980460405029731	1.9338746121867514	0.269914010322151	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	7	15	0	369	378	392	401	388	3.0724	2.489	3.385502441319711	5.384607695883702	0.060349887018837166	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	8	21	0	388	397	417	426	412	4.037	2.8326	8.633251719353613	20.037439879522697	4.0392278070275534e-07	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	9	30	0	413	422	451	451	447	4.0161	2.8868	8.51685050049317	16.005393178237746	2.832491357320307e-05	-	cds
YPL262W-t26_1	YPL262W	2402	5561	3280	5317	219.9155	215.7691	217.4022	201.9017	0.7278	0.7976	Qualified	10	21	0	458	467	487	488	478	6.4728	4.006	9.082691649595123	20.185184423286042	0.0010648032764875436	-	cds
YPL260W-t26_1	YPL260W	777	2198	1130	2016	71.1383	85.2833	74.8977	76.5533	0.5119	0.7202	Qualified	1	6	0	72	75	80	89	79	2.9261	2.5693	0.3771123226993719	1.3939606870603134	0.03566847516409254	-	cds
YPL260W-t26_1	YPL260W	777	2198	1130	2016	71.1383	85.2833	74.8977	76.5533	0.5119	0.7202	Qualified	2	22	0	86	95	116	119	105	4.2781	3.2019	1.8048982080329805	8.394848610890662	2.4980344640843066e-06	-	cds
YPL260W-t26_1	YPL260W	777	2198	1130	2016	71.1383	85.2833	74.8977	76.5533	0.5119	0.7202	Qualified	3	7	0	184	185	191	194	188	4.961	3.6382	0.8776030307886975	3.522189216212278	0.015959186368715992	-	cds
YPL260W-t26_1	YPL260W	777	2198	1130	2016	71.1383	85.2833	74.8977	76.5533	0.5119	0.7202	Qualified	4	6	0	240	241	246	249	244	3.2006	2.6605	0.5268680777622435	1.7305415034061704	0.006452215995472608	-	cds
YPL260W-t26_1	YPL260W	777	2198	1130	2016	71.1383	85.2833	74.8977	76.5533	0.5119	0.7202	Qualified	5	7	0	324	327	333	335	332	4.9443	3.9878	0.6820697029095008	2.360897993153689	0.03174765191180666	-	cds
YPL260W-t26_1	YPL260W	777	2198	1130	2016	71.1383	85.2833	74.8977	76.5533	0.5119	0.7202	Qualified	6	24	0	475	478	501	509	484	4.547	3.1446	4.346831470462538	13.801904286312784	2.0087022982174194e-05	-	cds
YPL259C-t26_1	YPL259C	441	1075	833	1592	40.3758	41.7104	55.2122	60.4528	0.3908	0.6983	Qualified	1	5	0	60	64	68	71	64	2.8009	2.3428	0.5532454474351615	0.6918053819724614	0.5277494510327301	-	cds
YPL259C-t26_1	YPL259C	441	1075	833	1592	40.3758	41.7104	55.2122	60.4528	0.3908	0.6983	Qualified	2	12	0	145	145	156	159	153	3.6851	2.9323	1.0009814161786514	3.0482137792184663	0.002782800630051393	-	cds
YPL259C-t26_1	YPL259C	441	1075	833	1592	40.3758	41.7104	55.2122	60.4528	0.3908	0.6983	Qualified	3	6	0	166	175	180	182	178	2.9716	2.6297	0.23977960425039666	1.327679516102681	0.024130187843730937	-	cds
YPL259C-t26_1	YPL259C	441	1075	833	1592	40.3758	41.7104	55.2122	60.4528	0.3908	0.6983	Qualified	4	42	0	346	348	389	391	377	4.6616	2.8592	4.180058789450394	12.288129960227634	1.3487625874528987e-09	-	cds
YPL259C-t26_1	YPL259C	441	1075	833	1592	40.3758	41.7104	55.2122	60.4528	0.3908	0.6983	Qualified	5	5	0	418	427	431	434	429	2.8223	2.4742	0.4368442285747185	1.4650741367506352	0.001927143212884165	-	cds
YPL259C-t26_1	YPL259C	441	1075	833	1592	40.3758	41.7104	55.2122	60.4528	0.3908	0.6983	Qualified	6	11	0	449	452	462	463	456	5.0978	3.4728	0.8582028276452903	3.01990547247234	0.02286739087745564	-	cds
YPL259C-t26_1	YPL259C	441	1075	833	1592	40.3758	41.7104	55.2122	60.4528	0.3908	0.6983	Qualified	7	5	0	466	467	471	474	470	3.3237	2.8321	0.5392911143761399	1.8154664236445497	0.124203749467673	-	cds
YPL258C-t26_1	YPL258C	12	21	16	28	1.0987	0.8148	1.0605	1.0632	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL257W-A-t26_1	YPL257W-A	3	2	0	0	0.2747	0.0776	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL257W-B-t26_1	YPL257W-B	3	2	0	0	0.2747	0.0776	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL257W-t26_1	YPL257W	20	53	19	27	1.8311	2.0564	1.2593	1.0253	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL256C-t26_1	YPL256C	741	1801	1138	2232	67.8424	69.8795	75.428	84.7554	0.4678	0.7856	Qualified	1	19	0	89	92	110	116	100	8.3719	4.5684	1.6124274730440342	8.001308498227546	1.681168134190017e-05	-	cds
YPL256C-t26_1	YPL256C	741	1801	1138	2232	67.8424	69.8795	75.428	84.7554	0.4678	0.7856	Qualified	2	40	0	130	139	178	179	143	6.0364	3.7204	5.13134805917346	20.178981413253332	7.704898656549041e-11	-	cds
YPL256C-t26_1	YPL256C	741	1801	1138	2232	67.8424	69.8795	75.428	84.7554	0.4678	0.7856	Qualified	3	8	0	199	201	208	211	202	2.3861	2.2312	0.9970668425393907	1.6352666600524002	0.06473176584721974	-	cds
YPL255W-t26_1	YPL255W	63	168	66	151	5.768	6.5185	4.3746	5.7339	0.2369	0.1669	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL254W-t26_1	YPL254W	221	584	233	450	20.2337	22.6594	15.4435	17.0878	0.3478	0.421	Qualified	1	10	0	170	171	180	182	173	3.489	2.7341	0.41591272898618625	1.2134182406431577	0.003829263870653207	-	cds
YPL254W-t26_1	YPL254W	221	584	233	450	20.2337	22.6594	15.4435	17.0878	0.3478	0.421	Qualified	2	5	0	189	189	193	195	192	2.4916	2.2692	0.31193454673963966	0.4170161406765526	0.7078781040260627	-	cds
YPL254W-t26_1	YPL254W	221	584	233	450	20.2337	22.6594	15.4435	17.0878	0.3478	0.421	Qualified	3	6	0	223	225	230	233	227	3.8817	2.9747	0.07760081257362862	0.6400210472128978	0.013278656254944779	-	cds
YPL254W-t26_1	YPL254W	221	584	233	450	20.2337	22.6594	15.4435	17.0878	0.3478	0.421	Qualified	4	8	0	331	333	340	343	335	2.8525	2.4396	0.18157899482017517	0.7770729850358467	0.013448220301745126	-	cds
YPL254W-t26_1	YPL254W	221	584	233	450	20.2337	22.6594	15.4435	17.0878	0.3478	0.421	Qualified	5	5	0	361	370	374	375	371	2.612	2.4212	0.06517777595973225	0.3555672484516099	0.12144269379024264	-	cds
YPL254W-t26_1	YPL254W	221	584	233	450	20.2337	22.6594	15.4435	17.0878	0.3478	0.421	Qualified	6	8	0	395	397	404	406	399	3.7105	3.1075	0.17613312473578957	0.8533613962838639	0.005505360196115285	-	cds
YPL253C-t26_1	YPL253C	161	388	275	455	14.7404	15.0546	18.2273	17.2777	0.2306	0.2205	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL252C-t26_1	YPL252C	285	693	285	516	26.0932	26.8887	18.8901	19.594	0.6872	0.645	Qualified	1	12	0	148	151	162	163	158	3.5085	2.6116	2.697134887576815	3.7493410358313013	0.3938637567736739	-	cds
YPL250C-t26_1	YPL250C	154	396	137	326	14.0995	15.365	9.0805	12.3792	0.5051	0.3964	Qualified	1	11	0	108	114	124	130	116	2.7009	2.2729	0.9094262705460011	2.2000273444922978	0.004566457905331675	-	cds
YPL249C-A-t26_1	YPL249C-A	18471	34997	8238	15475	1691.1151	1357.8978	546.0243	587.6301	0.9349	0.971	Qualified	0	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL249C-t26_1	YPL249C	488	1266	611	1144	44.6789	49.1213	40.4978	43.441	0.321	0.5625	Qualified	1	8	0	529	530	537	541	533	3.1792	2.6804	0.5129137447032219	1.6690926111812274	0.0014443710632158484	-	cds
YPL249C-t26_1	YPL249C	488	1266	611	1144	44.6789	49.1213	40.4978	43.441	0.321	0.5625	Qualified	2	22	0	686	690	711	715	695	7.2255	4.812	1.2283379838151514	7.438603910737682	1.0304843642723047e-06	-	cds
YPL248C-t26_1	YPL248C	15	43	21	50	1.3733	1.6684	1.3919	1.8986	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL247C-t26_1	YPL247C	156	360	246	432	14.2826	13.9681	16.3052	16.4043	0.3262	0.3464	Qualified	1	5	0	113	114	118	119	118	2.4256	2.179	0.22735656763650025	0.4408348515149952	0.44243210811707273	-	cds
YPL247C-t26_1	YPL247C	156	360	246	432	14.2826	13.9681	16.3052	16.4043	0.3262	0.3464	Qualified	2	9	0	326	335	343	344	338	3.3733	2.8138	0.11095534877605732	0.9910986997568239	0.008850211496558043	-	cds
YPL246C-t26_1	YPL246C	651	1181	216	454	59.6024	45.8233	14.3167	17.2397	0.6467	0.2138	Poor repeatability of ip samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL245W-t26_1	YPL245W	347	763	371	734	31.7696	29.6047	24.5903	27.8721	0.465	0.4746	Qualified	1	5	0	168	169	173	173	172	2.5917	2.4055	0.07760081257362862	0.6969803435301567	0.037388409874754315	-	cds
YPL245W-t26_1	YPL245W	347	763	371	734	31.7696	29.6047	24.5903	27.8721	0.465	0.4746	Qualified	2	12	0	388	391	402	404	396	4.0374	3.2235	0.37013515616986115	2.649841387822661	4.425162739743161e-05	-	cds
YPL245W-t26_1	YPL245W	347	763	371	734	31.7696	29.6047	24.5903	27.8721	0.465	0.4746	Qualified	3	14	0	423	432	445	447	441	3.4142	2.6529	0.5656684840490579	2.503124892534333	0.002355319152357982	-	cds
YPL244C-t26_1	YPL244C	154	342	60	140	14.0995	13.2697	3.9769	5.3162	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	1	5	0	93	96	100	109	98	3.3459	3.0188	0.9940042496491405	1.9345599778367624	0.028458665999827548	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	2	8	0	136	140	147	156	144	3.129	2.67	1.783114727695438	4.2851080478750605	0.00422472014957404	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	3	6	0	144	153	158	167	155	2.9442	2.5534	1.1686060779398049	3.147635535654915	0.046998943859898674	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	4	8	0	253	262	269	278	267	2.5549	2.2315	1.163160207855419	1.8962444308002513	0.06199605308508525	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	5	12	0	266	275	286	295	283	3.2898	2.5559	1.5418038269999166	4.332060103901934	0.0001399371245360999	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	6	8	0	288	297	304	308	300	2.4443	2.2836	0.7860478851560473	1.3138680455546234	0.3535305499638054	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	7	29	0	449	457	485	494	475	3.7853	2.6108	6.268982878104971	15.462360388503647	0.0019640272277169643	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	8	11	0	517	526	536	543	533	2.4717	2.207	1.9367850563975701	3.1334813822818512	0.01786822005336624	-	cds
YPL243W-t26_1	YPL243W	1225	3163	1936	3680	112.1551	122.7257	128.3203	139.7401	0.6453	0.7713	Qualified	9	26	0	559	563	588	596	567	7.875	4.5829	3.923941574946841	18.491553016433752	4.057837975273888e-10	-	cds
YPL242C-t26_1	YPL242C	502	1354	859	1913	45.9607	52.5358	56.9355	72.6421	0.2515	0.3881	Qualified	1	5	0	131	135	139	141	135	2.7937	2.3401	0.27858001053721093	0.6258668938398346	0.17100125458045093	-	cds
YPL242C-t26_1	YPL242C	502	1354	859	1913	45.9607	52.5358	56.9355	72.6421	0.2515	0.3881	Qualified	2	17	0	148	149	165	167	155	4.27	3.1911	0.4283357656000826	2.323267811767189	2.9017511719155754e-05	-	cds
YPL242C-t26_1	YPL242C	502	1354	859	1913	45.9607	52.5358	56.9355	72.6421	0.2515	0.3881	Qualified	3	9	0	337	340	348	350	346	3.2576	2.7009	0.44075880221397906	1.3180149586373018	0.0004269272105389646	-	cds
YPL242C-t26_1	YPL242C	502	1354	859	1913	45.9607	52.5358	56.9355	72.6421	0.2515	0.3881	Qualified	4	13	0	491	492	504	507	495	5.9939	3.8598	0.557160021074422	2.3415688782229305	0.03386249093482377	-	cds
YPL242C-t26_1	YPL242C	502	1354	859	1913	45.9607	52.5358	56.9355	72.6421	0.2515	0.3881	Qualified	5	5	0	536	538	542	542	539	2.9102	2.5807	0.11640121886044294	0.5119483012053172	0.19780251250545416	-	cds
YPL242C-t26_1	YPL242C	502	1354	859	1913	45.9607	52.5358	56.9355	72.6421	0.2515	0.3881	Qualified	6	5	0	713	715	719	719	715	2.9037	2.5686	0.0	0.39388279548812144	0.17761087924755015	-	cds
YPL242C-t26_1	YPL242C	502	1354	859	1913	45.9607	52.5358	56.9355	72.6421	0.2515	0.3881	Qualified	7	7	0	943	951	957	959	955	2.8825	2.3842	0.14277858853336087	0.7163094584609151	0.019738289083480503	-	cds
YPL241C-t26_1	YPL241C	90	260	150	240	8.24	10.0881	9.9422	9.1135	0.4029	0.6207	Qualified	1	13	0	216	225	237	244	235	5.4636	4.1794	0.27313414045282536	2.692303847941851	0.0009394244072672381	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	1	5	0	84	88	92	93	88	3.3602	2.9548	6.668557996838	11.130642967426718	0.14498533610765915	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	2	5	0	125	127	131	136	131	2.3313	2.151	3.387033737764836	4.8543583282226415	0.15026072183641834	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	3	25	0	170	173	197	198	188	6.5592	4.1809	70.42641125206156	246.89897422993266	0.004115603922830614	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	4	5	0	200	203	207	216	207	3.292	3.1647	2.560654149876849	4.881638586493752	0.1054512481793939	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	5	9	0	204	213	221	230	217	3.4585	2.7774	51.5782789342657	72.18841054265957	0.1559013470087282	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	6	11	0	218	227	237	246	232	5.5819	3.6917	13.10499287165123	31.575364991795368	0.0026386203540605655	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	7	7	0	235	244	250	258	246	3.4779	2.8106	9.358888382938199	20.007383439468935	0.0177680346880834	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	8	7	0	309	317	323	332	321	2.7545	2.3619	9.22138299943633	9.89823829467781	0.6918237054159968	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	9	73	0	349	354	426	435	384	31.5865	11.2436	195.77611085643912	1503.982512449707	1.7317990708001026e-09	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	10	5	0	451	452	456	465	455	3.006	2.803	3.5601042696103757	5.962837168046652	0.08138840928145923	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	11	78	0	473	482	559	568	501	7.4038	3.4799	123.1139096884975	399.5376090426739	0.0024493921048863746	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	12	16	0	568	577	592	593	588	7.1143	3.7802	41.291416058387085	79.23491451039938	0.0676450473308531	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	13	6	0	606	615	620	629	617	3.9317	3.2987	7.323398349325573	16.27874224986841	0.20737012393349785	-	cds
YPL240C-t26_1	YPL240C	19037	46918	51629	88810	1742.9353	1820.4375	3422.0306	3372.3701	0.9184	0.9806	Qualified	14	47	0	642	646	692	698	662	7.6338	3.3439	45.105426930359776	108.31832877515626	1.1305336439465582e-06	-	cds
YPL239W-t26_1	YPL239W	754	1759	644	1397	69.0326	68.2499	42.6851	53.0481	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL237W-t26_1	YPL237W	2881	6799	1929	3321	263.7704	263.804	127.8564	126.1079	0.7409	0.8599	Qualified	1	11	0	204	206	216	225	208	2.755	2.3238	3.7765690970781045	8.172529070004327	0.0027932441617884	-	cds
YPL237W-t26_1	YPL237W	2881	6799	1929	3321	263.7704	263.804	127.8564	126.1079	0.7409	0.8599	Qualified	2	5	0	215	224	228	230	224	3.759	3.6183	4.253065712688647	3.7500264014813127	0.8136418993146514	-	cds
YPL236C-t26_1	YPL236C	48	167	116	182	4.3946	6.4797	7.6886	6.9111	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL235W-t26_1	YPL235W	1540	3894	2656	4232	140.9949	151.0888	176.0428	160.7012	0.7301	0.825	Qualified	1	42	0	101	106	147	156	120	6.2314	3.6749	8.417638872634896	27.81468070355627	4.333970871553399e-06	-	cds
YPL235W-t26_1	YPL235W	1540	3894	2656	4232	140.9949	151.0888	176.0428	160.7012	0.7301	0.825	Qualified	2	24	0	151	160	183	185	171	4.2344	2.8439	4.924243675429378	10.668080221205926	0.00047683395203594126	-	cds
YPL235W-t26_1	YPL235W	1540	3894	2656	4232	140.9949	151.0888	176.0428	160.7012	0.7301	0.825	Qualified	3	5	0	219	228	232	241	231	3.2646	2.6619	0.7790707186265365	1.8682788068791303	0.156107102516441	-	cds
YPL235W-t26_1	YPL235W	1540	3894	2656	4232	140.9949	151.0888	176.0428	160.7012	0.7301	0.825	Qualified	4	7	0	232	241	247	256	243	3.0483	2.6429	1.663650915944745	2.2183284109480392	0.4289028131964112	-	cds
YPL235W-t26_1	YPL235W	1540	3894	2656	4232	140.9949	151.0888	176.0428	160.7012	0.7301	0.825	Qualified	5	5	0	262	270	274	283	271	2.3912	2.2341	1.1716686708300552	1.8914121520675615	0.05558975023875918	-	cds
YPL235W-t26_1	YPL235W	1540	3894	2656	4232	140.9949	151.0888	176.0428	160.7012	0.7301	0.825	Qualified	6	11	0	276	285	295	297	289	3.1207	2.6328	2.20447332676601	4.190518570171302	0.0028175872690257486	-	cds
YPL235W-t26_1	YPL235W	1540	3894	2656	4232	140.9949	151.0888	176.0428	160.7012	0.7301	0.825	Qualified	7	33	0	303	305	337	340	317	6.4848	3.6785	8.77841358508111	23.025610216998857	3.4021768894619487e-07	-	cds
YPL234C-t26_1	YPL234C	1611	3464	739	1221	147.4953	134.4046	48.9818	46.3649	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL233W-t26_1	YPL233W	127	310	101	220	11.6275	12.0281	6.6944	8.354	0.3444	0.5659	Qualified	1	5	0	158	160	164	167	161	2.9638	2.7476	0.24675677077990743	1.0856881774605829	0.03529267483581709	-	cds
YPL232W-t26_1	YPL232W	529	1295	351	567	48.4327	50.2465	23.2647	21.5306	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	1	9	0	74	75	83	92	78	3.0699	2.4724	11.890781885947996	22.153535633069023	0.0025454132392743914	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	2	10	0	120	121	130	132	124	3.4198	2.9488	3.6414469907703695	6.862773218349773	0.0031799756932719835	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	3	20	0	204	213	232	233	220	4.46	3.235	15.199362830390193	27.35516738357792	0.00016524740229860517	-	cds
