name	wt_ribo_YPD1_cds_rpm	wt_ribo_YPD2_cds_rpm	wt_ribo_YPD3_cds_rpm	ncs2d_ribo_YPD1_cds_rpm	ncs2d_ribo_YPD2_cds_rpm	ncs2d_ribo_YPD3_cds_rpm	elp6d_ribo_YPD1_cds_rpm	elp6d_ribo_YPD2_cds_rpm	elp6d_ribo_YPD3_cds_rpm	ncs2d_elp6d_ribo_YPD1_cds_rpm	ncs2d_elp6d_ribo_YPD2_cds_rpm	ncs2d_elp6d_ribo_YPD3_cds_rpm
NM_001183167.1	12.21	18.38	13.85	15.2	16.04	6.49	12.07	9.61	16.68	16.82	10.68	34.02
NM_001183168.1	39.6	64.82	36.55	53.15	54.99	21.66	46.6	38.54	65.09	65.29	50.84	136.35
NM_001183169.1	0.79	0.88	0.45	1.73	2.03	1.22	2.64	1.98	2.01	5.14	3.79	8.29
NM_001183170.1	0.39	0.66	0.61	0.94	1.41	0.51	1.06	1.49	1.91	3.05	2.66	5.76
NM_001183171.1	3.38	7.8	3.86	5.87	6.59	3.54	5.28	5.1	8.2	9.27	7.71	19.97
NM_001183172.1	2.98	3.06	0.83	2.37	2.2	0.59	1.37	1.34	2.92	1.77	1.67	4.57
NM_001183173.1	0.06	0.22	0.08	0.54	0.39	0.08	0.22	0.15	0.36	0.64	0.5	0.85
NM_001183174.1	11.93	24.79	10.75	19.59	18.41	5.9	13.39	11.2	19.78	20.62	18.93	47.65
NM_001183177.1	0.17	0.51	0.3	0.54	0.34	0.16	0.48	0.2	0.73	0.54	0.36	1.1
NM_001183178.1	85.62	150.94	71.14	180.17	182.48	60.11	117.54	99.92	167.19	243.92	177.32	466.0
NM_001183179.3	0.23	0.73	0.0	0.2	0.62	0.2	0.53	0.3	0.55	0.8	0.41	0.76
NM_001183180.1	43.15	68.76	35.49	32.17	32.87	11.68	23.12	16.74	35.01	24.69	17.49	42.06
NM_001183181.1	2.42	5.83	2.88	2.96	3.26	0.86	2.29	2.58	2.73	3.05	2.34	5.08
NM_001183183.3	38.59	58.41	27.4	47.23	45.03	14.51	29.55	25.26	48.04	47.88	36.28	95.21
NM_001183184.3	6.02	10.43	5.98	9.08	8.72	3.18	6.61	6.84	9.75	11.78	7.93	24.21
NM_001183185.1	46.41	75.98	45.11	50.68	54.2	21.98	41.53	34.78	56.43	54.58	40.39	111.8
NM_001183186.1	16.54	27.93	15.29	17.12	16.89	6.49	11.01	12.43	21.33	13.34	9.78	26.49
NM_001183187.3	10.24	16.77	8.93	11.89	14.41	3.77	6.21	6.39	10.76	11.73	8.47	23.87
NM_001183188.1	22.39	38.5	21.87	32.42	24.37	10.5	20.48	17.93	28.44	31.87	24.75	63.98
NM_001183189.1	30.88	47.76	26.64	35.92	37.15	11.99	26.86	23.93	42.66	43.6	34.03	83.96
NM_001183190.3	99.07	144.38	89.23	92.08	100.59	36.76	76.45	73.07	112.68	108.3	83.57	218.02
NM_001183191.3	2.42	5.4	1.82	4.39	4.33	1.49	2.6	2.33	4.28	8.3	5.27	15.66
NM_001183192.1	23.8	40.98	21.87	28.28	33.72	11.83	19.73	20.46	38.38	41.24	27.0	78.2
NM_001183193.1	1590.06	2662.72	1261.32	1696.1	1567.5	657.12	1271.63	1037.48	1989.65	1626.87	1196.59	3373.63
NM_001183194.3	74.54	101.06	55.78	75.6	77.11	30.19	48.4	44.83	82.59	78.84	55.89	145.32
NM_001183195.1	66.04	113.97	63.57	82.95	78.75	33.57	54.87	46.91	86.51	87.63	58.37	167.58
NM_001183196.1	68.8	114.63	60.39	112.21	103.68	41.32	77.95	66.18	105.02	127.85	92.13	252.64
NM_001183197.3	10.46	14.66	8.33	12.34	12.05	5.35	8.02	7.48	16.14	12.59	10.1	24.37
NM_001183198.3	165.0	267.61	148.64	186.28	178.6	66.32	136.04	117.65	187.52	193.2	144.37	398.21
NM_001183199.1	18.45	28.51	17.56	22.11	23.3	8.96	14.97	13.18	22.34	22.92	16.05	41.22
NM_001183200.1	15.02	26.03	14.23	20.28	19.59	8.33	14.93	13.03	21.61	19.12	12.58	41.56
NM_001183201.3	10.29	17.5	10.52	12.93	12.27	5.27	7.31	6.54	10.21	11.19	8.74	23.02
NM_001183203.1	42.19	68.76	35.34	40.71	43.34	16.0	34.09	30.27	49.23	47.24	35.29	90.98
NM_001183204.1	10.63	16.84	9.38	13.03	11.6	5.86	9.51	8.47	16.23	17.14	12.94	35.12
NM_001183205.3	22.45	43.9	24.14	20.28	21.73	8.26	13.92	12.83	21.97	16.01	11.67	32.25
NM_001183206.3	23.12	41.42	24.75	34.89	34.9	13.09	24.84	16.84	31.63	40.65	28.85	75.24
NM_001183207.1	58.17	91.8	60.77	57.79	60.28	25.51	46.46	41.81	66.73	55.65	41.51	121.87
NM_001183208.1	31.9	51.84	29.52	40.12	39.46	14.39	26.64	22.14	43.39	39.53	28.71	83.96
NM_001183209.3	9.23	15.02	10.22	12.78	14.02	4.99	10.13	8.92	16.32	16.76	13.93	37.49
NM_001183210.1	36.45	63.51	40.26	56.75	54.49	24.92	52.8	43.49	75.12	68.18	52.38	147.6
NM_001183211.3	19.07	30.11	16.27	26.65	26.74	9.0	15.63	14.02	26.44	30.05	22.54	58.65
NM_001183212.1	107.56	164.36	92.26	147.7	151.81	59.28	106.93	96.9	159.45	169.9	121.66	328.89
NM_001183213.1	41.12	65.84	34.66	57.54	53.19	26.54	37.52	34.48	61.08	65.61	47.91	115.53
NM_001183214.3	13.61	22.68	13.85	13.57	16.55	7.51	10.7	9.41	17.78	14.94	10.68	26.07
NM_001183215.1	55.97	91.0	42.61	88.73	79.98	33.73	62.89	50.93	93.81	107.12	82.53	207.02
NM_001183216.1	20.03	35.95	17.86	26.8	22.35	8.88	18.36	15.11	24.89	29.08	20.6	53.49
NM_001183217.3	10.46	14.95	9.76	11.84	12.05	4.64	9.47	8.22	15.22	10.93	9.87	27.0
NM_001183218.3	18.62	32.67	19.07	28.03	27.64	11.83	15.59	15.16	22.43	31.23	23.75	59.5
NM_001183220.1	216.02	330.24	182.32	302.99	300.52	107.99	199.64	179.23	302.48	311.67	228.17	642.55
NM_001183221.1	48.49	95.3	47.83	76.39	89.1	42.85	17.75	19.37	41.11	13.66	10.82	33.43
NM_001183222.3	5.29	7.8	4.31	4.93	6.42	1.97	5.11	4.46	7.48	6.64	4.46	13.2
NM_001183223.1	62.44	87.72	47.76	66.47	74.69	28.38	50.69	45.67	85.24	93.68	60.62	176.38
NM_001183224.1	36.23	61.18	27.32	38.93	39.85	15.02	28.41	24.37	35.83	43.55	29.84	80.83
NM_001183225.3	8.49	11.81	8.85	9.72	10.13	4.8	7.93	6.69	12.76	13.5	10.19	23.44
NM_001183226.3	15.13	21.66	11.66	17.81	16.27	5.58	8.24	7.88	11.03	14.03	9.74	30.89
NM_001183227.1	207.08	307.78	162.19	243.82	226.73	96.95	192.06	164.67	300.48	253.61	187.1	489.87
NM_001183228.1	45.17	67.96	37.24	48.66	43.17	18.16	37.08	32.89	54.42	48.21	31.06	102.15
NM_001183229.3	50.91	80.06	44.5	63.66	56.51	26.06	31.71	30.57	52.97	56.24	39.98	114.76
NM_001183230.1	109.87	169.68	106.33	147.99	147.87	57.36	114.77	92.74	178.22	166.04	121.57	312.05
NM_001183231.1	41.52	68.54	36.18	43.62	39.23	13.41	21.23	19.47	34.1	32.46	24.16	61.61
NM_001183232.3	27.62	48.05	25.35	29.36	28.37	9.51	21.14	18.03	28.72	23.94	18.39	49.43
NM_001183233.3	0.11	0.0	0.0	0.0	0.0	0.04	0.04	0.05	0.18	0.05	0.27	0.59
NM_001183234.1	1.52	2.48	1.51	1.78	2.93	0.86	1.19	1.39	2.83	3.11	2.43	5.67
NM_001183235.1	0.17	0.51	0.38	0.64	0.96	0.28	0.53	0.45	0.82	1.61	1.22	1.61
NM_001183236.3	2.08	4.74	1.97	2.76	3.38	1.34	2.03	1.68	3.28	3.54	2.52	6.6
NM_001183237.1	14.29	15.17	10.9	4.84	4.5	1.53	2.03	1.49	3.65	1.66	1.35	3.98
NM_001183238.1	38.03	65.04	32.24	49.5	49.53	18.36	35.89	31.75	49.68	50.08	40.25	106.39
NM_001183239.3	0.0	0.66	0.3	0.35	0.51	0.28	0.31	0.15	0.36	0.37	0.5	0.76
NM_001183240.3	3.43	11.3	4.92	6.56	7.37	2.16	5.24	3.72	7.11	6.37	4.69	11.76
NM_001183241.1	0.68	0.58	0.38	0.89	1.01	0.55	0.53	0.45	1.09	2.04	1.13	2.79
NM_001183242.1	4.33	6.85	3.33	6.46	5.46	1.93	3.79	2.72	7.02	7.61	4.78	13.37
NM_001183243.3	2.03	3.79	1.89	3.21	3.77	0.94	2.82	2.38	3.65	3.37	2.75	10.33
NM_001183244.1	265.69	444.65	230.53	320.71	292.36	114.01	233.86	201.62	329.37	326.4	222.13	692.82
NM_001183245.1	0.11	0.0	0.08	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0
NM_001183246.3	0.34	0.15	0.45	0.44	0.62	0.12	0.4	0.2	0.46	0.75	0.59	2.03
NM_001183247.4	0.34	1.02	0.3	0.64	0.51	0.16	0.66	0.35	0.91	0.64	0.77	2.88
NM_001183248.1	0.28	0.15	0.08	0.39	0.06	0.08	0.09	0.0	0.0	0.59	0.5	0.93
NM_001183249.1	0.0	0.07	0.0	0.0	0.0	0.0	0.04	0.0	0.18	0.05	0.05	0.08
NM_001183250.3	1.41	1.39	1.74	1.88	2.14	1.02	1.81	1.34	1.82	4.39	3.07	7.11
NM_001183251.1	16.2	25.67	17.79	33.21	32.31	12.82	20.17	15.9	27.8	33.21	25.74	64.15
NM_001183252.1	5.63	9.55	6.43	5.13	5.18	2.12	4.67	3.27	6.56	4.93	4.06	11.0
NM_001183253.3	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.17
NM_001183255.1	3.38	5.69	2.57	3.21	3.43	1.14	2.25	1.73	4.01	3.48	3.2	7.11
NM_001183256.1	30.72	53.96	30.2	48.66	53.87	19.97	42.24	34.08	52.6	66.9	48.45	125.68
NM_001183257.1	14.91	25.89	13.47	16.78	17.79	6.25	15.94	14.12	20.42	18.21	16.0	41.05
NM_001183258.1	170.34	288.02	129.27	218.56	187.27	76.31	131.59	115.67	207.67	232.3	157.76	490.63
NM_001183259.1	49.79	76.56	42.46	53.94	55.27	20.64	41.93	34.53	70.83	66.15	48.0	126.28
NM_001183260.1	65.88	116.3	62.82	65.09	56.46	22.76	40.17	31.01	59.62	51.15	37.46	97.25
NM_001183261.1	34.43	60.16	35.95	39.08	39.74	13.68	24.35	25.76	35.28	43.33	32.95	86.16
NM_001183262.1	13.67	20.42	11.88	15.49	15.2	6.53	10.61	9.91	16.32	17.73	13.57	31.48
NM_001183263.1	3.09	5.47	3.71	4.44	4.45	1.26	3.48	2.33	4.01	6.11	3.74	11.34
NM_001183264.1	35.22	58.55	37.46	44.61	50.32	18.12	30.92	25.81	46.22	47.19	34.35	87.85
NM_001183265.1	22.84	41.78	19.45	31.38	32.65	13.64	17.44	15.6	29.45	29.67	23.35	68.64
NM_001183266.1	46.35	72.99	40.19	37.85	40.86	14.86	26.51	22.74	46.86	34.17	25.78	61.95
NM_001183267.1	13.56	24.06	13.32	15.99	15.59	6.6	11.76	11.54	18.32	17.68	13.25	36.82
NM_001183268.1	0.68	0.15	0.3	0.15	0.62	0.08	0.31	0.2	0.64	0.43	0.36	0.51
NM_001183269.1	0.11	0.36	0.0	0.05	0.23	0.08	0.09	0.0	0.18	0.11	0.18	0.0
NM_001183270.1	20.36	36.68	20.96	32.42	30.96	11.64	20.26	16.99	29.63	39.47	27.9	80.15
NM_001183271.1	11.31	18.3	11.88	15.54	15.54	6.25	9.87	9.31	19.14	15.53	14.29	36.48
NM_001183272.1	19.35	31.94	19.3	22.8	23.3	8.88	13.21	10.3	22.79	26.08	16.95	47.23
NM_001183273.1	29.37	50.9	31.64	33.26	32.31	13.09	24.93	23.33	36.74	41.14	30.61	83.79
NM_001183274.1	41.69	66.14	38.52	40.07	40.41	16.75	31.0	25.41	46.22	36.26	29.57	77.69
NM_001183275.1	122.13	191.99	115.04	156.63	155.13	60.35	109.18	96.55	177.04	164.49	119.99	336.76
NM_001183276.2	66.21	100.55	53.51	65.83	71.82	25.55	43.42	36.31	67.01	62.77	47.64	114.43
NM_001183277.1	6.69	9.84	6.96	7.45	6.98	2.83	5.15	3.57	7.02	6.27	4.87	13.54
NM_001183278.1	0.0	0.07	0.0	0.1	0.0	0.0	0.0	0.05	0.0	0.11	0.14	0.25
NM_001183279.1	9.39	14.58	8.02	10.61	11.31	3.66	8.68	7.28	14.04	11.09	8.43	24.8
NM_001183280.1	22.33	33.61	22.48	25.22	27.58	12.23	20.66	17.04	30.63	29.99	25.29	65.0
NM_001183281.1	66.21	118.64	59.56	97.31	96.48	39.51	62.63	47.71	94.54	96.46	69.41	189.5
NM_001183282.1	12.26	18.67	9.84	15.79	12.38	5.58	8.9	7.28	14.86	13.82	10.73	26.24
NM_001183283.1	0.11	0.0	0.08	0.1	0.06	0.0	0.04	0.05	0.09	0.27	0.32	0.25
NM_001183284.1	201.06	332.36	175.2	253.45	255.83	96.59	175.33	154.66	274.22	266.2	195.22	527.87
NM_001183285.1	28.69	49.88	27.78	26.84	27.52	8.57	15.24	15.8	25.07	21.32	15.87	35.89
NM_001183286.1	13.73	24.5	12.41	19.69	18.35	6.68	10.48	8.82	13.58	17.35	13.3	39.02
NM_001183287.1	6.08	11.89	7.04	7.6	9.46	3.11	5.33	5.6	10.3	7.45	6.58	15.91
NM_001183288.1	10.07	15.82	9.08	13.22	9.57	3.93	8.63	6.94	14.5	12.91	8.52	23.11
NM_001183290.1	29.65	53.08	21.27	36.12	29.44	12.19	23.56	19.77	35.83	35.19	25.06	66.61
NM_001183292.1	104.97	165.3	92.18	145.33	140.04	54.88	102.75	88.97	155.53	180.34	125.98	342.86
NM_001183293.1	1108.29	1679.43	835.3	1115.88	1152.04	415.38	734.77	616.5	1153.04	942.41	753.51	1938.82
NM_001183294.1	1985.7	3073.61	1460.97	1887.47	1851.92	642.41	1147.26	982.89	1812.88	1511.5	1066.82	2790.5
NM_001183295.1	115.27	200.89	95.81	162.99	141.34	49.97	84.03	70.15	121.43	128.6	97.32	238.67
NM_001183296.1	10.07	17.28	11.2	11.65	11.26	5.03	8.76	7.78	17.69	14.52	9.87	26.24
NM_001183297.1	1.91	3.79	1.36	3.31	2.93	1.3	2.11	1.59	3.28	3.05	1.98	5.5
NM_001183298.1	11.98	18.23	10.67	11.79	11.99	4.48	9.29	7.03	12.85	13.55	9.65	29.88
NM_001183299.1	30.88	50.24	28.0	40.32	37.77	16.24	30.96	26.75	48.04	49.92	35.56	99.45
NM_001183301.1	0.56	0.29	0.23	0.54	0.51	0.35	0.97	0.35	0.91	1.02	0.9	2.45
NM_001183302.1	5.4	6.78	4.09	7.94	8.78	3.15	6.65	6.19	8.11	13.6	11.9	28.52
NM_001183303.1	68.74	110.47	63.42	85.32	87.25	32.0	68.92	57.02	95.36	104.12	70.9	179.43
NM_001183305.1	68.52	118.71	59.49	76.14	67.77	29.72	45.54	39.68	76.58	77.93	51.88	155.39
NM_001183306.1	53.39	80.94	46.92	56.8	60.34	23.08	49.77	46.71	86.42	74.08	49.72	145.15
NM_001183307.1	2.93	2.63	0.61	1.97	2.2	0.63	1.98	1.59	3.56	7.5	5.41	10.66
NM_001183308.1	8.1	11.23	7.27	9.67	10.13	4.29	8.76	7.53	13.67	12.53	10.68	26.32
NM_001183309.1	10.07	16.92	9.23	14.26	15.25	6.68	9.78	8.57	14.68	15.48	12.76	39.19
NM_001183310.1	7.93	13.85	6.58	10.86	11.43	5.15	9.25	8.62	12.58	13.5	11.36	29.03
NM_001183311.1	13.33	24.79	16.57	17.02	17.17	7.0	12.6	9.81	16.5	15.43	11.49	28.69
NM_001183312.1	72.85	119.22	65.77	77.67	76.83	30.62	57.47	50.63	85.06	78.36	52.51	152.6
NM_001183313.2	29.25	34.64	23.92	36.17	38.56	17.14	60.69	51.77	97.82	76.81	52.33	145.91
NM_001183314.1	161.06	237.93	130.85	151.69	157.83	57.2	112.39	94.77	172.57	125.87	90.78	246.29
NM_001183315.1	30.6	53.96	28.76	34.59	37.04	15.25	20.66	21.0	35.55	34.17	28.85	77.61
NM_001183316.1	147.78	240.63	128.74	185.89	188.73	77.45	134.94	119.78	220.98	234.6	165.6	467.52
NM_001183317.1	17.16	23.99	16.73	21.71	20.71	8.18	17.04	14.66	25.89	23.3	14.83	46.97
NM_001183318.1	9.62	14.88	8.7	12.93	11.76	4.17	10.22	7.63	16.04	13.23	9.38	29.79
NM_001183319.1	66.72	96.18	53.51	74.71	75.65	27.05	60.12	50.88	90.07	72.31	49.85	132.62
NM_001183320.1	13.22	21.22	13.17	18.65	17.39	7.51	14.14	12.43	20.88	20.35	15.78	45.45
NM_001183321.1	18.79	33.76	18.01	22.11	21.61	9.0	18.32	14.42	28.63	29.3	19.25	47.82
NM_001183322.1	9.68	18.74	9.54	12.63	12.95	6.13	7.88	6.94	15.13	11.57	8.52	24.71
NM_001183323.1	13.78	23.84	11.13	17.76	17.17	6.09	11.8	9.26	16.5	17.25	12.8	33.26
NM_001183324.1	9.28	15.6	9.46	10.81	10.08	4.36	7.44	6.14	10.67	11.94	8.52	24.37
NM_001183325.1	61.26	100.04	48.59	86.6	81.9	32.35	48.58	43.4	74.94	99.14	69.64	194.66
NM_001183326.1	10.91	17.65	10.44	15.0	13.57	4.99	9.69	6.09	11.58	14.14	11.81	27.34
NM_001183327.1	9.17	13.34	7.49	9.13	8.27	3.85	8.54	6.89	12.67	13.6	9.74	30.21
NM_001183328.1	11.7	19.1	10.67	14.06	13.9	5.43	8.68	8.82	16.04	15.0	11.45	33.85
NM_001183329.2	9.45	19.25	10.75	14.01	13.9	5.03	10.0	10.06	16.23	17.09	11.67	33.52
NM_001183330.1	57.61	102.81	61.08	85.81	88.48	33.42	71.3	56.92	101.01	111.35	79.06	216.58
NM_001183331.2	138.39	218.17	130.1	165.07	179.67	61.52	111.16	88.43	170.84	162.34	114.04	315.94
NM_001183332.1	14.74	27.93	11.05	23.14	20.71	8.1	14.49	12.48	19.96	25.28	17.67	51.29
NM_001183334.1	20.53	33.91	20.74	23.69	26.57	9.71	16.78	14.86	23.16	22.44	16.36	38.34
NM_001183335.1	38.48	60.59	36.63	36.76	35.01	15.37	26.16	24.57	38.29	38.14	21.14	70.75
NM_001183336.1	13.22	19.54	11.28	11.84	12.16	4.64	9.87	8.82	16.59	18.1	11.45	31.65
NM_001183337.1	2.36	4.74	2.35	2.66	2.81	0.98	2.77	2.08	3.92	3.86	2.07	6.77
NM_001183338.1	0.28	0.44	0.3	0.15	0.51	0.08	0.22	0.05	0.0	1.71	1.4	2.62
NM_001183340.1	10084.74	14544.18	8527.1	10260.96	10078.86	4281.61	6723.74	5776.06	10851.84	9312.45	7043.44	18410.37
NM_001183341.1	20.53	35.44	19.53	23.83	22.29	9.91	19.2	14.66	23.61	25.44	17.98	49.43
NM_001183342.1	37.07	55.56	33.68	34.69	38.56	13.25	26.2	24.32	36.65	32.35	27.72	72.79
NM_001183343.1	21.38	35.44	16.73	21.81	22.68	7.86	12.77	11.99	22.06	19.34	12.49	40.79
NM_001183344.1	77.13	124.83	76.06	90.26	85.84	30.9	64.7	58.55	98.27	77.99	61.39	160.04
NM_001183345.1	0.11	0.51	0.15	0.3	0.28	0.04	0.04	0.3	0.36	0.43	0.23	0.59
NM_001183346.1	87.87	142.55	75.83	104.52	105.37	38.72	77.47	70.64	111.86	106.85	83.25	216.07
NM_001183347.1	28.35	41.85	25.28	31.19	30.73	12.66	19.82	17.49	33.91	28.66	20.46	60.09
NM_001183348.1	34.6	56.22	31.79	33.46	36.76	12.82	21.1	17.54	33.09	31.98	22.9	58.06
NM_001183349.1	5.96	10.14	5.15	6.86	6.36	2.71	5.24	4.85	7.11	6.8	5.77	14.73
NM_001183350.1	9.23	18.38	9.54	13.87	14.41	5.7	9.56	7.73	13.95	16.5	10.14	30.21
NM_001183351.1	239.93	383.33	190.42	291.64	300.24	105.08	199.46	164.17	314.42	290.03	203.51	568.92
NM_001183352.1	134.68	220.65	132.9	187.07	183.16	72.65	140.14	114.43	190.99	206.48	155.91	439.17
NM_001183354.1	12.32	19.69	11.58	12.19	12.38	5.43	9.12	7.93	14.04	12.21	8.56	26.15
NM_001183355.1	12.09	24.14	8.25	16.53	16.44	5.9	12.64	10.8	15.86	15.64	12.31	34.7
NM_001183356.1	23.68	39.45	20.43	22.7	23.02	8.88	16.91	14.86	23.98	22.98	14.2	40.88
NM_001183357.1	20.25	36.24	19.98	30.1	31.3	12.23	20.96	18.58	30.36	31.33	22.27	61.02
NM_001183358.1	0.17	0.07	0.0	0.0	0.11	0.0	0.09	0.0	0.0	0.0	0.0	0.08
NM_001183359.1	3.32	6.34	2.27	4.15	4.22	1.3	2.95	3.72	5.01	5.89	4.73	9.23
NM_001183361.1	15.47	29.17	15.97	22.01	22.18	8.49	16.96	13.97	22.24	22.71	17.71	49.0
NM_001183362.1	6.08	10.28	5.98	8.34	8.33	2.32	2.99	2.82	4.83	5.62	2.84	9.23
NM_001183363.1	782.12	1256.73	618.55	945.39	959.25	326.06	527.26	481.17	823.75	823.83	590.56	1562.19
NM_001183364.1	3.38	8.46	2.57	4.1	4.62	2.44	3.92	3.42	6.47	6.64	4.87	12.27
NM_001183365.1	60.76	99.17	49.5	59.86	59.38	21.98	40.39	33.79	63.72	58.11	37.19	102.15
NM_001183366.1	5.96	8.31	3.71	6.56	5.8	2.56	4.32	3.86	6.75	8.46	5.45	13.37
NM_001183367.1	2.7	5.25	2.27	3.75	3.32	1.34	3.04	2.33	4.28	5.14	3.52	11.85
NM_001183368.1	2.76	3.14	1.89	2.02	2.36	0.98	1.89	2.08	4.19	3.16	2.48	4.4
NM_001183369.1	34.37	50.75	24.98	43.47	41.26	17.45	28.85	25.96	42.57	52.76	40.43	96.23
NM_001183370.1	7.09	13.56	7.42	8.98	9.74	3.97	8.32	6.69	9.85	10.07	6.99	20.14
NM_001183371.1	4.28	9.11	6.28	6.22	6.25	2.44	4.4	3.67	6.84	5.89	4.69	13.63
NM_001183373.1	24.13	47.98	26.34	48.36	51.9	20.01	42.94	35.47	57.34	88.16	63.83	163.68
NM_001183374.1	2127.81	2993.11	1712.76	1722.16	1850.23	691.83	1347.56	1173.21	2138.88	1611.23	1188.07	3204.19
NM_001183375.1	1143.62	1782.76	933.92	1160.79	1188.74	405.83	725.66	644.49	1149.48	1035.82	758.92	1997.04
NM_001183376.1	32.52	54.25	29.82	43.67	44.3	16.59	33.43	25.91	43.94	50.72	41.02	107.74
NM_001183377.1	240.32	397.04	181.71	318.39	273.33	114.13	183.43	167.64	315.24	331.12	241.51	657.78
NM_001183378.1	40.5	71.02	40.41	47.52	44.69	20.13	36.55	27.89	54.24	45.21	33.4	78.88
NM_001183379.2	16.65	27.2	15.82	25.31	21.61	6.88	16.07	12.48	22.79	23.57	18.44	47.73
NM_001183380.1	48.83	70.22	44.88	42.49	43.85	19.22	36.6	31.46	60.44	37.87	27.32	74.73
NM_001183381.1	2395.24	3570.76	1785.95	2392.34	2432.19	825.81	1540.68	1359.63	2380.92	2031.15	1495.47	3877.21
NM_001183382.1	6.98	10.86	6.36	7.45	8.5	2.4	5.99	4.71	6.93	7.02	4.96	11.93
NM_001183383.1	53.72	89.54	55.1	69.83	70.58	28.46	50.03	44.29	71.02	69.47	57.06	147.18
NM_001183384.1	42.7	72.77	35.57	50.38	47.56	18.87	29.82	24.47	47.77	40.28	29.07	79.22
NM_001183385.1	0.06	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.11	0.05	0.25
NM_001183386.1	0.17	0.36	0.38	0.3	0.28	0.04	0.31	0.2	0.09	0.7	0.14	0.85
NM_001183387.1	21.83	38.35	23.39	31.98	30.11	11.91	17.79	15.9	31.45	29.57	23.84	57.55
NM_001183389.1	9.23	16.63	9.69	11.6	13.73	4.56	6.74	7.43	11.21	13.39	8.7	26.58
NM_001183390.1	15.64	30.48	20.36	21.61	22.85	8.3	16.69	13.57	23.34	24.37	14.74	37.83
NM_001183391.1	23.96	41.49	22.4	29.9	29.16	12.03	22.42	18.68	35.74	34.49	28.13	73.12
NM_001183392.2	12.71	18.74	12.18	14.75	13.85	5.7	10.39	8.57	14.95	15.59	10.01	30.47
NM_001183393.1	403.46	606.82	352.6	427.79	465.44	167.59	315.68	273.7	515.89	442.04	330.71	836.11
NM_001183394.1	6.58	10.35	6.58	8.09	9.01	2.99	8.37	5.85	11.49	11.46	8.47	20.82
NM_001183395.2	18.34	29.97	20.89	28.37	30.79	10.73	20.17	15.46	30.27	30.69	22.4	54.59
NM_001183396.2	34.43	55.93	31.79	43.72	44.52	19.03	37.65	28.68	54.52	55.28	38.67	101.39
NM_001183397.1	160.22	233.48	119.12	139.75	138.86	52.84	91.87	77.28	132.1	104.87	80.82	205.49
NM_001183398.1	24.41	39.96	25.05	32.47	30.79	12.5	19.03	16.74	28.35	27.16	19.34	50.19
NM_001183399.2	82.7	134.97	75.61	103.48	96.42	37.43	63.95	52.16	89.16	104.71	74.42	213.36
NM_001183400.1	14.91	20.64	15.14	15.49	15.42	5.86	11.76	9.86	19.87	15.43	10.73	27.76
NM_001183401.1	20.59	27.78	19.22	33.61	31.63	13.88	30.3	27.2	48.77	57.63	38.18	102.92
NM_001183402.1	18.11	27.34	16.95	22.7	23.64	8.73	17.92	13.52	25.53	24.05	15.19	45.36
NM_001183403.1	31.05	49.8	26.49	39.87	40.98	14.94	28.85	24.17	42.39	44.24	33.45	84.47
NM_001183405.1	63.62	100.12	91.42	122.18	133.91	61.21	141.24	120.43	224.08	283.23	196.61	429.86
NM_001183406.1	21.94	38.5	21.49	35.68	38.05	11.72	38.45	35.62	55.88	38.56	33.81	84.72
NM_001183407.1	0.84	2.26	0.98	1.04	1.18	0.43	1.01	1.09	1.37	1.23	1.13	3.22
NM_001183408.1	105.87	142.19	67.13	220.04	234.72	69.78	128.42	136.23	248.6	473.11	308.44	975.59
NM_001183409.1	0.28	0.8	0.76	0.84	0.9	0.67	1.32	0.69	0.73	2.89	2.12	5.5
NM_001183410.1	2.31	2.92	2.57	2.12	2.42	1.42	2.03	1.93	2.83	3.75	2.66	6.77
NM_001183411.1	168.26	213.94	125.78	232.57	213.22	85.7	142.6	131.23	227.82	176.59	150.19	368.25
NM_001183412.1	6.75	13.71	6.58	7.94	8.44	3.3	6.78	4.76	9.94	8.78	6.13	19.64
NM_001183414.1	0.0	0.0	0.0	0.05	0.06	0.04	0.0	0.0	0.0	0.21	0.0	0.25
NM_001183415.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
NM_001183416.1	0.0	0.07	0.0	0.0	0.06	0.0	0.09	0.05	0.09	0.21	0.05	0.59
NM_001183417.1	1.97	2.63	1.97	2.47	1.74	0.98	1.5	1.39	1.64	1.98	0.99	4.65
NM_001183418.1	0.11	0.0	0.0	0.0	0.06	0.0	0.09	0.0	0.18	0.0	0.14	0.42
NM_001183420.1	58.34	87.21	43.97	70.52	68.05	25.16	52.98	43.15	84.96	81.9	53.73	154.29
NM_001183421.1	43.82	72.77	47.91	48.51	50.72	21.54	44.08	38.19	62.9	50.45	42.37	121.45
NM_001183422.1	2.36	4.23	2.95	2.52	2.31	0.75	2.03	1.78	3.19	2.14	2.57	5.84
NM_001183423.1	44.89	70.66	44.12	51.22	56.4	20.17	26.78	21.75	42.12	41.99	29.12	74.56
NM_001183424.1	5.06	6.56	5.07	5.08	5.23	2.36	4.45	3.67	8.57	6.64	5.05	12.1
