name	SRR1944912_f0	SRR1944912_f1	SRR1944912_f2	SRR1944913_f0	SRR1944913_f1	SRR1944913_f2	SRR1944914_f0	SRR1944914_f1	SRR1944914_f2	SRR1944915_f0	SRR1944915_f1	SRR1944915_f2	SRR1944916_f0	SRR1944916_f1	SRR1944916_f2	SRR1944917_f0	SRR1944917_f1	SRR1944917_f2
NM_001183945.1	30358	16682	12795	35033	17036	15473	18193	7864	11444	29105	22560	9325	28045	14444	14800	16768	7050	8399
NM_001183946.1	67	31	22	74	51	34	41	19	29	117	73	21	94	45	40	50	15	30
NM_001183947.1	72	36	22	88	33	35	50	18	21	90	62	32	94	22	30	37	16	24
NM_001183948.1	36	16	5	61	25	18	33	14	18	14	21	10	16	12	10	15	7	8
NM_001183949.1	552	301	264	868	406	345	438	143	187	1099	784	265	913	466	418	488	157	232
NM_001183951.1	521	278	204	775	377	294	328	117	184	881	599	230	729	359	347	406	166	202
NM_001183952.1	92	34	47	109	51	51	63	25	38	120	79	37	120	56	57	54	25	23
NM_001183953.1	216	136	130	336	156	113	185	66	91	399	262	108	327	152	145	164	73	74
NM_001183954.1	107	37	20	122	48	52	55	23	25	103	90	26	110	42	49	62	14	27
NM_001183955.1	138	74	67	196	107	92	127	36	67	200	131	52	209	86	82	110	43	52
NM_001183957.1	12076	7253	4900	14172	7423	5695	6825	2741	3820	11990	9753	3663	11932	6250	5790	5940	2441	3132
NM_001183958.1	116	94	52	183	68	76	98	42	56	158	115	40	172	62	61	70	31	45
NM_001183959.1	1643	804	615	1966	965	758	1094	441	596	1992	1242	530	1868	921	834	903	386	490
NM_001183960.1	603	288	226	801	368	382	377	119	242	695	459	166	553	249	243	299	118	163
NM_001183961.1	10	10	18	18	13	13	15	5	7	14	12	3	16	6	9	10	6	2
NM_001183962.1	2	2	1	15	5	8	3	1	4	10	4	3	6	6	4	6	2	3
NM_001183963.1	39	22	7	41	13	21	21	11	12	35	26	15	35	20	24	26	5	11
NM_001183964.1	108	43	34	114	70	52	87	33	50	167	86	40	131	53	48	86	33	40
NM_001183965.1	107	57	30	116	62	38	55	24	29	136	90	43	142	62	56	65	24	38
NM_001183966.1	117	57	42	164	73	64	70	26	47	170	126	55	147	88	81	72	46	39
NM_001183967.1	129	55	46	190	62	69	88	41	59	146	120	53	169	70	62	78	29	36
NM_001183968.1	2421	1399	962	3041	1590	1207	1854	727	1026	3973	2682	990	3707	1619	1701	2022	784	974
NM_001183969.1	180	87	56	189	105	95	94	41	54	212	141	52	180	86	76	95	34	55
NM_001183970.1	57	40	41	91	35	30	56	21	25	106	58	29	72	44	44	32	16	27
NM_001183971.1	118	72	60	158	85	64	90	44	70	174	149	58	161	81	73	90	46	39
NM_001183972.1	396	186	155	542	201	215	244	86	162	541	333	132	507	206	207	262	109	142
NM_001183973.1	153	81	64	163	91	71	80	39	49	161	115	64	164	87	80	63	31	40
NM_001183974.1	9613	4991	3732	12117	5418	5090	5984	2336	3422	12238	8554	3301	10716	4960	4859	6024	2321	2992
NM_001183975.1	135	64	76	147	86	73	84	26	46	209	143	58	176	84	82	106	50	52
NM_001183976.1	83	54	28	133	59	51	78	33	24	108	71	42	115	55	58	62	36	37
NM_001183977.1	1052	593	422	1250	713	588	715	300	368	1374	970	386	1259	647	590	772	309	379
NM_001183978.1	34	12	13	40	14	11	15	7	7	50	19	9	50	30	17	23	5	10
NM_001183979.1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
NM_001183980.1	44	23	25	40	29	24	29	12	9	67	41	20	40	24	21	19	9	13
NM_001183981.1	15	11	2	14	6	7	7	3	8	25	6	8	13	7	9	8	3	5
NM_001183982.1	53	18	26	80	31	26	40	19	14	68	39	29	69	19	28	38	16	21
NM_001183983.1	745	366	257	958	438	341	466	170	274	1299	853	333	1089	498	457	575	230	304
NM_001183984.1	248	135	107	345	182	170	161	59	88	350	269	129	315	156	149	179	49	68
NM_001183985.1	28	18	23	9	24	14	10	9	2	27	23	12	13	15	8	8	4	2
NM_001183986.1	100	68	39	120	44	43	74	17	32	116	71	22	89	48	45	45	27	29
NM_001183987.1	199	112	110	288	136	107	160	44	93	341	224	101	278	111	157	186	70	66
NM_001183988.1	22	5	10	39	12	14	16	7	3	44	26	6	27	16	16	23	11	10
NM_001183989.1	86	51	42	114	54	41	71	22	36	137	81	30	123	38	51	61	25	41
NM_001183990.1	326	170	127	391	185	160	232	70	109	455	358	158	433	197	205	244	107	116
NM_001183991.1	426	208	176	599	284	211	241	95	141	509	350	148	456	228	225	232	104	107
NM_001183992.1	490	242	200	655	289	258	348	134	200	592	356	124	506	242	218	261	93	132
NM_001183993.1	260	198	123	366	218	136	203	121	108	355	291	135	365	234	154	216	128	100
NM_001183994.1	224	129	119	350	109	156	145	60	92	372	245	85	276	125	136	161	60	68
NM_001183995.1	302	151	124	377	207	139	153	62	94	460	323	125	315	144	171	194	74	100
NM_001183997.1	720	354	276	796	414	367	540	195	311	931	609	256	812	372	402	436	175	197
NM_001183998.1	819	401	318	1071	500	442	557	199	314	1012	606	262	819	384	355	482	183	238
NM_001184000.1	11	6	0	7	2	4	1	0	4	6	11	2	6	2	3	3	3	4
NM_001184001.1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0
NM_001184002.1	301	132	107	390	203	200	201	65	106	427	321	129	391	173	165	199	88	107
NM_001184003.1	3	4	3	5	7	3	9	3	3	13	7	2	2	1	2	2	0	0
NM_001184004.1	1272	614	499	1767	707	746	619	242	376	1997	1171	579	1370	568	618	825	346	402
NM_001184005.1	55	27	19	79	25	28	47	18	22	70	55	25	83	37	32	42	17	20
NM_001184006.1	0	0	0	0	1	0	0	0	0	1	2	0	3	4	1	1	2	0
NM_001184007.1	121	60	53	156	68	73	79	23	43	141	111	51	108	56	53	87	42	47
NM_001184008.1	47	28	28	70	43	24	45	20	13	75	56	17	54	36	28	33	16	13
NM_001184009.1	581	325	190	799	371	351	426	181	235	716	442	180	574	270	232	337	127	170
NM_001184010.1	122	72	47	142	80	65	70	29	52	263	184	60	195	91	111	106	48	50
NM_001184012.1	24067	13855	9122	28448	14304	10801	14286	5594	7563	24247	19558	6579	23826	11875	10421	11849	4843	5515
NM_001184013.1	624	308	265	761	325	335	379	117	220	493	268	120	443	205	200	227	87	107
NM_001184014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184015.1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0
NM_001184016.1	199	109	68	255	118	95	152	51	99	270	148	51	241	130	102	134	56	74
NM_001184017.1	241	83	48	242	108	87	116	44	64	248	166	61	207	93	90	107	37	63
NM_001184018.1	608	231	225	699	289	276	385	140	248	855	511	225	771	315	341	407	142	200
NM_001184020.1	345	219	160	527	222	217	330	82	163	657	437	169	556	271	264	336	121	164
NM_001184021.1	662	255	233	730	285	268	402	117	238	641	450	173	533	210	194	278	123	171
NM_001184022.1	228	105	74	293	131	112	144	47	79	309	177	91	257	136	124	165	55	77
NM_001184023.1	64	19	33	83	27	26	41	24	29	78	48	31	78	31	38	30	21	11
NM_001184024.1	1026	508	330	1220	596	542	671	234	389	1052	728	257	962	416	438	500	180	264
NM_001184025.1	969	428	379	1146	512	457	629	247	315	1427	886	314	1229	555	566	644	265	299
NM_001184026.1	831	368	388	1066	473	419	559	185	285	1011	584	261	821	346	341	467	161	211
NM_001184027.1	105	63	38	143	73	62	78	31	49	188	130	52	153	80	89	105	27	47
NM_001184028.1	106	33	23	88	31	42	51	22	34	155	108	37	106	66	68	73	21	38
NM_001184029.1	194	126	98	301	137	135	182	68	91	354	265	73	357	157	141	183	60	92
NM_001184030.1	33	13	7	60	23	28	19	12	11	51	38	14	44	19	28	30	15	13
NM_001184031.1	1220	662	622	1624	749	679	911	315	521	1930	1212	496	1534	725	739	929	366	481
NM_001184032.1	1983	895	787	2279	1034	899	1364	455	738	2493	1664	592	2278	1025	983	1249	494	565
NM_001184033.1	99	27	37	115	60	75	45	30	18	134	95	32	110	63	50	61	30	16
NM_001184034.1	28909	16683	11226	34956	17777	13903	16635	6480	8617	28740	23816	8630	27542	14473	12883	14942	5744	6726
NM_001184035.1	396	183	156	452	215	206	262	89	138	412	348	138	411	178	194	211	102	116
NM_001184036.1	60	29	19	56	25	18	42	13	22	58	44	11	50	25	22	28	19	21
NM_001184037.1	5	2	2	8	0	0	5	5	0	4	3	5	9	3	4	3	2	3
NM_001184038.2	182	89	55	163	84	75	97	25	74	204	107	45	163	73	99	82	44	46
NM_001184039.1	1243	602	489	1636	798	674	802	299	421	1855	1292	591	1621	748	790	803	263	382
NM_001184040.1	4926	2460	2111	6038	2756	2649	2920	1210	1842	7427	4803	2107	6533	2853	3034	3577	1357	1735
NM_001184041.1	232	133	111	342	156	140	198	78	112	317	212	82	282	139	139	153	63	70
NM_001184042.1	438	210	186	523	246	233	237	77	126	645	408	166	504	224	205	269	111	109
NM_001184043.1	77	34	24	126	40	39	39	21	30	95	68	39	93	25	47	38	20	13
NM_001184044.1	7	9	12	5	17	11	11	8	5	21	14	6	11	7	19	4	4	3
NM_001184045.1	15073	8251	5918	18803	9304	7390	9421	3735	5067	18388	13976	4877	14600	7390	6288	9215	3997	4503
NM_001184046.1	484	257	206	652	283	252	298	127	196	641	442	175	596	260	291	307	134	193
NM_001184047.1	60	33	27	78	39	31	47	25	21	73	52	23	59	30	43	43	21	14
NM_001184048.1	1232	697	454	1628	756	554	801	348	417	1529	1307	388	1550	769	676	785	346	371
NM_001184049.1	1080	558	419	1482	643	570	749	280	403	1323	955	326	1161	503	473	643	281	302
NM_001184050.1	45	18	17	63	30	27	31	18	18	57	33	25	62	21	15	35	10	13
NM_001184051.1	2877	1539	1203	3491	1611	1665	1784	621	1032	3644	2414	972	3101	1440	1433	1696	611	804
NM_001184053.1	561	315	242	696	342	314	353	152	198	744	526	213	754	329	367	403	188	197
NM_001184054.1	13418	8056	5772	18077	9202	7692	9658	4066	5254	26961	20724	7818	21433	11421	9947	11487	4971	5557
NM_001184055.1	88	42	36	138	86	47	71	31	39	139	82	46	141	48	49	75	28	24
NM_001184056.1	314	179	135	418	182	183	207	79	132	576	385	143	425	187	191	246	84	116
NM_001184057.1	873	494	346	1077	479	463	664	297	401	1209	757	319	1015	458	479	554	231	321
NM_001184058.1	118	74	35	185	101	61	91	38	35	166	123	46	142	75	66	108	33	40
NM_001184059.1	243	111	85	239	148	120	138	50	73	360	263	149	335	175	174	227	83	89
NM_001184060.1	478	244	160	582	266	219	313	88	169	524	342	134	489	260	242	305	113	130
NM_001184061.1	96	56	32	144	60	44	68	20	44	138	76	42	143	79	40	71	16	35
NM_001184062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184063.1	372	153	160	524	219	205	159	88	95	526	334	117	324	170	135	194	72	103
NM_001184064.1	144	118	56	189	99	64	106	59	53	277	197	88	234	123	128	138	55	69
NM_001184066.1	326	170	134	412	221	150	216	103	108	351	327	100	319	174	166	207	94	92
NM_001184067.1	85	59	51	150	75	65	67	18	37	155	84	44	107	56	61	75	28	30
NM_001184068.1	209	93	104	289	123	109	136	68	82	295	173	77	265	108	120	142	50	65
NM_001184069.1	49	47	30	64	30	36	37	13	30	70	43	23	59	39	34	46	10	18
NM_001184070.1	541	279	159	691	332	259	414	143	227	561	398	204	589	266	241	317	129	152
NM_001184071.1	27	21	2	35	21	7	18	5	9	24	30	7	43	27	9	23	5	14
NM_001184072.1	0	3	1	2	1	2	0	1	0	3	4	1	1	0	2	2	0	0
NM_001184073.1	242	116	115	315	125	105	180	54	98	361	212	86	295	134	145	171	71	109
NM_001184074.1	716	382	306	988	403	421	440	158	251	1228	753	366	1021	452	467	505	214	267
NM_001184076.1	1318	831	596	1710	911	743	952	391	522	1702	1274	488	1532	813	716	889	357	462
NM_001184077.1	925	450	407	1131	596	496	658	244	414	1198	798	322	1049	482	464	537	219	289
NM_001184078.1	29	9	5	29	15	9	12	4	10	16	17	5	22	16	8	14	1	5
NM_001184079.1	1716	942	705	2133	1081	848	1068	411	569	1828	1448	560	1629	806	705	880	322	446
NM_001184080.1	693	396	282	916	488	358	453	177	257	988	720	245	913	422	415	448	190	233
NM_001184081.1	135	62	43	152	71	72	84	24	53	218	120	72	181	82	98	99	39	57
NM_001184082.1	38	42	14	63	36	29	26	20	25	48	68	29	52	31	40	26	20	15
NM_001184083.1	22	12	14	41	29	16	21	9	11	32	19	17	26	10	20	22	11	8
NM_001184084.1	256	135	93	345	125	130	150	56	88	356	218	81	303	120	136	157	61	80
NM_001184085.1	399	225	170	539	242	251	249	119	160	609	343	177	618	254	285	279	140	157
NM_001184086.1	3	1	3	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1
NM_001184087.1	1377	711	514	1568	837	688	905	339	532	1884	1350	498	1821	881	860	1076	397	491
NM_001184088.1	840	428	280	1169	520	418	482	198	290	864	573	278	782	362	323	458	178	218
NM_001184091.1	16	6	4	41	14	8	26	8	11	20	13	4	22	6	9	13	4	5
NM_001184092.1	2	3	0	8	3	0	4	3	2	2	2	2	1	5	0	8	2	2
NM_001184093.1	142	72	44	180	115	76	101	37	44	141	130	45	142	85	68	68	44	31
NM_001184094.1	0	1	0	0	0	1	0	1	1	1	0	0	3	0	1	0	0	0
NM_001184095.1	4	0	3	2	2	0	1	0	4	1	4	0	0	1	1	5	2	0
NM_001184096.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
NM_001184097.1	1	2	0	3	3	1	3	0	1	2	4	5	4	0	2	1	2	1
NM_001184098.1	3	4	2	4	8	10	2	3	3	9	5	2	6	6	4	2	6	1
NM_001184099.1	23	15	14	36	12	7	21	2	16	34	18	14	25	18	16	16	6	6
NM_001184100.1	98	49	38	163	78	50	83	27	39	146	107	38	135	56	60	82	27	41
NM_001184101.1	615	286	282	809	360	327	403	148	213	790	585	227	749	347	341	387	136	205
NM_001184102.1	9	2	2	15	15	4	13	3	5	8	12	5	13	3	9	12	2	7
NM_001184103.1	78	39	30	85	51	41	55	16	31	64	62	21	66	44	37	34	17	23
NM_001184104.1	2	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0
NM_001184105.1	244	122	88	294	144	157	150	67	86	321	169	65	237	117	127	123	47	65
NM_001184106.1	68	28	31	93	46	34	34	16	26	45	30	19	29	17	25	22	15	12
NM_001184107.1	4742	2187	1771	5760	2523	2224	3065	1106	1644	6046	4086	1524	5034	2383	2164	3084	1167	1462
NM_001184108.1	42	28	20	93	42	32	37	13	18	75	43	20	71	20	28	43	22	26
NM_001184110.1	31	50	11	30	16	19	21	4	12	15	14	7	15	9	5	6	4	6
NM_001184112.1	2	3	3	13	8	1	5	3	2	14	7	6	3	2	4	2	1	4
NM_001184113.1	1551	916	619	1849	964	732	1008	377	555	2166	1801	576	2275	1119	881	1106	450	549
NM_001184114.1	89	64	49	139	63	59	82	29	38	146	107	37	118	53	51	71	25	30
NM_001184115.1	176	83	89	245	119	119	118	37	53	211	139	47	151	67	66	97	46	57
NM_001184116.1	512	273	230	672	302	285	350	153	182	748	457	195	623	289	276	356	183	186
NM_001184117.1	259	119	95	320	145	117	189	51	95	415	297	139	369	155	157	182	80	105
NM_001184118.1	102	43	46	121	69	59	66	20	42	121	73	18	118	48	49	60	28	25
NM_001184119.1	325	105	94	354	181	133	166	54	93	367	213	113	311	109	136	179	78	99
NM_001184120.1	349	213	160	482	179	227	243	90	134	580	304	167	452	194	190	233	77	150
NM_001184121.1	872	482	361	1099	524	401	587	220	355	1274	910	296	1163	525	487	630	265	292
NM_001184122.1	175	79	69	204	96	83	128	33	52	270	183	77	241	98	123	104	47	62
NM_001184123.1	57	24	26	69	44	34	37	18	21	104	46	20	52	39	34	33	13	21
NM_001184124.1	0	1	0	2	1	0	2	1	0	0	1	2	2	1	2	0	1	0
NM_001184125.1	2265	1127	843	2889	1382	1166	1287	533	817	3156	2063	848	2917	1286	1305	1280	516	703
NM_001184126.1	523	296	206	659	302	291	393	129	231	783	511	212	687	296	323	360	168	200
NM_001184127.1	10	6	6	7	13	4	4	4	3	12	12	8	16	18	8	16	5	5
NM_001184128.1	78	50	35	100	65	56	64	31	36	130	89	36	118	55	46	55	21	37
NM_001184129.1	300	190	117	467	178	187	259	82	132	383	265	99	332	170	179	164	71	85
NM_001184130.1	3187	1582	1255	3801	1812	1664	2206	799	1182	4280	2834	1079	3911	1704	1608	2502	915	1134
NM_001184131.1	432	196	192	489	226	205	254	99	142	639	420	165	571	274	259	263	124	154
NM_001184132.2	4409	2437	1876	4960	2475	2088	2489	1153	1509	4895	3883	1500	4742	2376	2274	2676	1110	1350
NM_001184133.1	3222	1784	1389	3705	1926	1607	2008	839	1151	3490	2780	1096	3550	1789	1688	1874	774	1008
NM_001184134.1	141	80	58	195	96	61	117	56	53	169	158	47	145	96	83	106	46	54
NM_001184137.1	170	99	68	195	88	82	111	36	55	197	152	75	179	96	107	119	40	54
NM_001184138.1	3367	1770	1402	4191	1942	1761	2023	829	1132	4519	3342	1310	4202	1995	1866	2184	890	999
NM_001184139.1	436	231	165	549	221	212	231	112	138	625	383	165	500	205	229	307	109	162
NM_001184140.1	12213	5567	4853	14370	5724	5896	7257	2228	3846	12749	8561	2939	11167	4632	4838	5963	1973	2640
NM_001184142.1	274	158	111	406	168	181	174	90	100	545	310	151	432	199	188	227	84	123
NM_001184143.1	50	32	37	60	28	29	41	16	21	94	51	20	99	48	22	42	29	14
NM_001184144.1	81	34	19	82	31	30	48	13	20	55	50	25	69	35	22	34	14	21
NM_001184145.1	278	161	129	380	199	164	232	82	137	448	308	130	457	230	218	231	134	157
NM_001184146.1	83	43	34	168	69	79	83	28	51	168	87	63	152	59	61	71	36	35
NM_001184148.1	224	144	103	270	137	109	150	66	91	328	294	122	343	136	140	142	70	82
NM_001184149.1	1012	538	407	1194	545	532	643	216	427	1048	741	309	939	450	469	594	184	285
NM_001184151.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184152.1	228	126	101	320	159	154	205	61	115	355	213	98	301	137	142	156	75	90
NM_001184153.1	178	85	55	190	118	91	132	39	71	193	165	40	190	89	91	106	45	63
NM_001184154.1	72	25	35	103	43	57	51	15	34	98	68	21	90	41	45	57	27	22
NM_001184155.1	300	148	122	341	141	144	190	64	114	525	303	126	509	215	203	259	106	152
NM_001184157.1	447	229	151	588	253	223	324	104	197	368	244	105	342	157	159	174	66	86
NM_001184158.1	9	12	8	27	11	22	15	8	5	28	12	9	22	9	9	14	4	7
NM_001184159.1	1139	584	461	1296	629	553	648	271	399	1516	1020	383	1264	575	629	672	265	373
NM_001184160.1	794	454	298	996	476	405	506	181	266	1049	862	339	998	582	477	577	194	258
NM_001184162.1	465	279	222	610	253	218	297	91	177	641	355	178	604	266	286	280	97	148
NM_001184163.1	24	14	5	32	26	18	20	9	11	33	36	11	35	23	20	26	17	9
NM_001184164.1	78	52	26	102	39	41	65	15	41	134	69	25	101	42	37	77	36	23
NM_001184165.1	23	19	11	55	26	13	35	5	10	34	33	10	38	20	17	20	13	13
NM_001184166.1	2984	1633	1294	3692	1823	1714	2065	874	1336	4975	3501	1473	4512	2109	2142	2749	1064	1325
NM_001184167.1	121	55	64	186	89	63	101	38	43	190	123	45	171	70	55	78	30	31
NM_001184168.1	56	31	17	53	35	21	34	19	25	40	40	18	46	36	22	36	16	15
NM_001184169.1	823	421	369	1059	452	443	697	295	449	774	441	200	656	311	321	279	115	148
NM_001184170.1	493	242	171	617	288	274	291	139	192	537	325	146	437	241	233	237	91	111
NM_001184171.1	9664	5535	4034	11386	5824	4733	6329	2684	3524	10868	8249	3188	9902	4918	4728	6379	2563	3121
NM_001184172.1	287	149	117	376	147	134	171	55	101	473	277	101	382	173	163	220	69	101
NM_001184175.1	0	0	0	0	1	1	0	0	1	3	1	2	0	2	1	1	1	1
NM_001184176.1	165	78	55	142	89	57	105	47	64	191	149	62	164	67	91	110	39	63
NM_001184177.1	285233	170461	117168	340194	179478	138190	170158	70952	90454	299405	262126	86613	291881	162173	135547	161020	69700	76448
NM_001184178.1	75	35	27	94	47	46	86	28	28	127	68	41	92	41	45	55	19	32
NM_001184179.1	77	50	32	128	48	54	78	28	38	123	80	44	104	58	68	69	28	43
NM_001184180.1	39	24	19	51	26	26	25	4	11	64	46	28	67	34	29	36	11	12
NM_001184181.1	86	27	33	65	36	37	47	17	28	84	63	18	87	27	39	51	25	18
NM_001184182.1	38	18	9	49	21	24	27	7	21	36	16	13	30	22	16	16	9	9
NM_001184183.1	509	232	212	599	236	272	307	112	204	1024	661	291	930	405	408	482	170	238
NM_001184185.1	1475	776	596	1805	836	827	964	373	540	2469	1707	684	2060	1007	1072	1188	438	613
NM_001184186.1	369	213	147	504	232	193	262	89	156	563	368	165	500	210	229	279	121	158
NM_001184188.1	267	157	124	411	193	146	210	78	111	357	211	105	282	130	122	183	66	88
NM_001184190.1	40	20	15	45	16	11	24	7	16	60	34	15	57	22	26	44	14	10
NM_001184191.1	120	41	37	136	72	56	59	21	55	237	112	31	190	62	60	92	41	50
NM_001184192.1	146	70	65	198	70	80	104	39	42	174	136	54	167	63	70	95	35	42
NM_001184193.1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NM_001184194.2	477	285	174	667	307	277	358	138	199	746	507	206	633	283	286	372	152	176
NM_001184195.1	204	86	67	253	120	101	124	40	80	241	149	75	241	96	101	118	48	59
NM_001184197.1	274	107	63	265	94	110	141	29	92	266	208	85	245	104	88	136	42	76
NM_001184198.1	95	37	53	151	80	77	70	37	37	170	135	33	148	53	50	61	31	33
NM_001184199.1	19180	11831	8119	23607	12741	10056	11330	4542	6088	20641	19056	6770	19906	11166	9324	10538	4254	5198
NM_001184200.1	1453	780	549	1797	809	768	1017	341	575	2950	1894	710	2344	1164	1154	1434	602	693
NM_001184201.1	262	94	69	297	142	138	127	37	85	368	242	77	239	108	100	157	61	86
NM_001184202.1	250	119	96	311	120	156	183	58	125	333	201	74	261	119	107	140	56	55
NM_001184203.1	161	78	57	249	106	91	120	51	71	234	134	62	205	129	89	132	62	72
NM_001184204.1	146	46	50	147	53	48	94	27	39	165	101	38	140	62	56	61	33	35
NM_001184205.1	1342	667	646	1760	821	768	915	360	528	1963	1369	551	1610	771	766	896	292	457
NM_001184206.1	76	24	27	73	41	31	35	19	26	83	60	27	89	37	31	42	25	22
NM_001184207.1	1740	1008	728	2238	1094	957	1215	492	628	2677	1900	716	2428	1077	1121	1297	513	616
NM_001184208.1	122	29	39	98	59	51	72	20	49	151	107	48	151	64	70	84	31	37
NM_001184209.1	1215	570	472	1457	698	675	735	313	422	1707	1073	497	1394	656	641	796	295	358
NM_001184210.1	1002	502	420	1306	516	519	678	224	370	1266	955	336	1132	554	532	609	265	328
NM_001184211.1	434	227	157	610	337	240	267	110	164	429	255	128	385	184	185	223	76	110
NM_001184212.1	108	51	29	140	74	64	71	26	35	129	84	23	117	54	43	61	21	31
NM_001184213.1	49	34	32	74	31	29	44	11	19	78	36	44	64	45	29	47	16	20
NM_001184214.1	13	11	5	29	6	10	13	8	7	13	10	4	16	9	2	9	4	0
NM_001184215.1	1087	597	387	1345	628	563	783	262	385	1426	1151	398	1325	686	620	771	271	397
NM_001184216.1	374	188	136	559	217	205	203	95	140	491	264	100	384	179	162	215	78	90
NM_001184217.1	153	84	61	154	79	76	73	50	47	170	147	68	163	78	99	84	42	55
NM_001184218.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NM_001184219.1	197	88	64	230	127	97	135	51	73	230	146	45	170	97	85	100	38	47
NM_001184221.1	2135	1117	882	2557	1274	1041	1491	477	797	3118	2196	846	2571	1207	1132	1384	489	683
NM_001184222.1	296	119	141	374	165	152	205	78	98	367	226	104	302	113	123	142	65	85
NM_001184224.1	151	83	44	183	76	80	103	36	73	241	160	65	227	90	100	138	60	59
NM_001184225.1	212	121	105	320	143	114	157	61	109	254	147	91	246	106	109	140	44	63
NM_001184226.1	912	538	371	1295	595	458	596	230	305	1192	756	306	1056	520	446	619	222	291
NM_001184228.1	214	111	81	259	135	106	161	70	76	329	213	64	267	171	118	152	69	72
NM_001184229.1	21350	10927	8271	25563	11474	10182	12151	4220	6325	22774	17102	6192	20608	9730	8917	10597	4003	5036
NM_001184230.1	750	379	290	854	431	384	380	167	224	746	539	195	577	276	246	341	132	147
NM_001184231.1	36	16	18	43	28	34	36	10	15	65	58	18	65	29	35	36	16	14
NM_001184232.1	428	238	156	508	270	221	258	124	163	596	379	160	479	210	177	263	119	129
NM_001184234.1	555	289	228	767	310	304	377	125	215	748	477	185	724	282	298	372	131	197
NM_001184235.1	146	93	46	174	103	81	122	47	65	105	103	35	93	65	52	60	34	37
NM_001184236.1	216	109	98	289	138	97	145	56	81	311	175	75	246	112	110	125	45	62
NM_001184237.1	81	42	37	119	67	42	76	24	36	110	71	32	98	43	43	75	30	31
NM_001184238.1	151	75	60	210	84	77	100	37	43	225	118	46	156	64	66	89	41	48
NM_001184240.1	372	180	146	520	206	264	267	98	198	502	312	154	379	184	249	236	113	132
NM_001184241.1	440	282	184	587	306	250	339	122	177	689	410	204	620	298	307	328	108	153
NM_001184242.1	5050	2888	2059	5617	2885	2430	3706	1520	2090	7001	5654	2104	6657	3551	3315	4302	1760	2171
NM_001184244.1	252	138	114	255	139	116	166	76	81	267	160	50	259	82	104	138	52	61
NM_001184245.1	603	248	250	704	291	327	414	127	201	684	385	182	556	241	245	285	117	168
NM_001184246.1	2816	1474	1046	3660	1735	1426	1719	617	1044	4204	2952	1241	4044	1928	1762	2014	785	1001
NM_001184248.1	1	0	0	6	0	0	0	1	0	0	1	0	2	2	0	2	0	0
NM_001184249.1	80	32	37	129	68	42	47	19	38	114	87	37	103	40	50	67	23	38
NM_001184250.1	23	9	6	28	9	11	11	4	6	23	13	3	25	10	16	13	4	6
NM_001184251.1	433	163	145	507	234	197	244	98	151	516	265	157	442	188	192	210	98	122
NM_001184252.1	119	67	38	150	55	50	66	26	41	192	143	46	188	80	72	80	36	35
NM_001184253.1	755	390	262	826	475	344	417	145	230	853	602	194	746	402	349	442	159	200
NM_001184254.1	6	7	10	31	5	3	15	4	10	11	10	3	9	1	6	7	6	2
NM_001184255.1	196	87	69	201	82	90	112	40	63	277	122	58	223	80	91	91	30	52
NM_001184256.1	1616	836	585	2021	941	822	981	386	530	2170	1381	497	1840	831	758	1029	393	458
NM_001184257.1	102	35	27	94	47	38	55	25	29	172	97	51	140	45	43	100	35	49
NM_001184258.1	300	156	125	387	182	181	209	74	122	553	380	147	468	190	192	268	126	149
NM_001184259.1	184	93	68	222	102	87	116	44	64	178	139	54	152	72	76	85	40	56
NM_001184260.1	6191	2962	2666	7502	3212	3249	3187	1218	2079	8638	5683	2329	7364	3389	3526	3861	1479	1975
NM_001184261.1	161	89	61	261	112	99	143	55	65	243	175	73	258	119	127	139	51	55
NM_001184262.1	1574	877	703	2093	961	823	1139	490	662	2058	1408	559	1806	874	858	980	388	510
NM_001184263.1	271	134	90	328	188	144	200	61	93	396	257	107	343	134	150	159	72	91
NM_001184264.1	20	18	7	23	21	11	11	15	12	20	29	13	14	35	19	7	16	8
NM_001184265.1	68	31	25	54	43	31	40	24	15	90	58	30	79	45	36	37	21	28
NM_001184266.1	455	222	188	540	246	243	307	99	186	623	342	164	572	263	307	327	144	179
NM_001184268.1	253	101	113	339	160	129	155	46	68	297	190	96	265	115	107	121	55	53
NM_001184269.1	393	216	146	436	200	185	221	85	149	387	304	108	368	179	197	229	75	106
NM_001184270.1	411	201	168	555	221	258	284	103	142	607	405	158	554	253	236	346	144	171
NM_001184271.1	82	31	31	108	48	31	67	23	30	122	78	28	102	43	41	64	37	24
