name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	IstringexonFrames	utr5_length	cds_length	utr3_length	gene_length	rep_transcript	modified
rna-NM_001183005.1	NC_001146.8	-	319385	321389	319415	321359	1	319385,	321389,	0	gene-YNL167C	cmpl	cmpl	0,	30	1944	30	1944	True	True
rna-NM_001183004.1	NC_001146.8	-	322188	323595	322218	323565	1	322188,	323595,	0	gene-YNL166C	cmpl	cmpl	0,	30	1347	30	1347	True	True
rna-NM_001183003.3	NC_001146.8	+	323801	325082	323831	325052	1	323801,	325082,	0	gene-YNL165W	cmpl	cmpl	0,	30	1221	30	1221	True	True
rna-NM_001183002.1	NC_001146.8	-	325234	326350	325264	326320	1	325234,	326350,	0	gene-YNL164C	cmpl	cmpl	0,	30	1056	30	1056	True	True
rna-NM_001183001.1	NC_001146.8	-	326710	330103	326740	330073	1	326710,	330103,	0	gene-YNL163C	cmpl	cmpl	0,	30	3333	30	3333	True	True
rna-NM_001184490.1	NC_001146.8	+	330298	330577	330328	330547	1	330298,	330577,	0	gene-YNL162W-A	cmpl	cmpl	0,	30	219	30	219	True	True
rna-NM_001183000.1	NC_001146.8	+	331291	332184	331321	332154	2	331291,331837,	331325,332184,	0	gene-YNL162W	cmpl	cmpl	0,1,	30	321	30	321	True	True
rna-NM_001182999.3	NC_001146.8	+	332566	334897	332596	334867	1	332566,	334897,	0	gene-YNL161W	cmpl	cmpl	0,	30	2271	30	2271	True	True
rna-NM_001182998.1	NC_001146.8	+	336514	337639	336544	337609	1	336514,	337639,	0	gene-YNL160W	cmpl	cmpl	0,	30	1065	30	1065	True	True
rna-NM_001182997.1	NC_001146.8	-	338447	339377	338477	339347	1	338447,	339377,	0	gene-YNL159C	cmpl	cmpl	0,	30	870	30	870	True	True
rna-NM_001182996.1	NC_001146.8	+	339581	340238	339611	340208	1	339581,	340238,	0	gene-YNL158W	cmpl	cmpl	0,	30	597	30	597	True	True
rna-NM_001182995.1	NC_001146.8	+	340321	340888	340351	340858	1	340321,	340888,	0	gene-YNL157W	cmpl	cmpl	0,	30	507	30	507	True	True
rna-NM_001182994.3	NC_001146.8	-	341038	341998	341068	341968	1	341038,	341998,	0	gene-YNL156C	cmpl	cmpl	0,	30	900	30	900	True	True
rna-NM_001431142.1	NC_001146.8	-	341880	342165	341910	342135	1	341880,	342165,	0	gene-YNL155C-A	cmpl	cmpl	0,	30	225	30	225	True	True
rna-NM_001182993.1	NC_001146.8	+	342485	343370	342515	343340	1	342485,	343370,	0	gene-YNL155W	cmpl	cmpl	0,	30	825	30	825	True	True
rna-NM_001182992.1	NC_001146.8	-	343605	345306	343635	345276	1	343605,	345306,	0	gene-YNL154C	cmpl	cmpl	0,	30	1641	30	1641	True	True
rna-NM_001182991.1	NC_001146.8	-	345638	346088	345668	346058	1	345638,	346088,	0	gene-YNL153C	cmpl	cmpl	0,	30	390	30	390	True	True
rna-NM_001182990.1	NC_001146.8	+	346282	347572	346312	347542	1	346282,	347572,	0	gene-YNL152W	cmpl	cmpl	0,	30	1230	30	1230	True	True
rna-NM_001182989.3	NC_001146.8	-	347735	348551	347765	348521	1	347735,	348551,	0	gene-YNL151C	cmpl	cmpl	0,	30	756	30	756	True	True
rna-NM_001182987.1	NC_001146.8	-	349336	349786	349366	349756	1	349336,	349786,	0	gene-YNL149C	cmpl	cmpl	0,	30	390	30	390	True	True
rna-NM_001182986.1	NC_001146.8	-	349876	350701	349906	350671	1	349876,	350701,	0	gene-YNL148C	cmpl	cmpl	0,	30	765	30	765	True	True
rna-NM_001182985.1	NC_001146.8	+	350909	351413	350939	351383	2	350909,351053,	350957,351413,	0	gene-YNL147W	cmpl	cmpl	0,0,	30	348	30	348	True	True
rna-NM_001184663.1	NC_001146.8	-	351355	351610	351385	351580	1	351355,	351610,	0	gene-YNL146C-A	cmpl	cmpl	0,	30	195	30	195	True	True
rna-NM_001182984.3	NC_001146.8	+	351684	352047	351714	352017	1	351684,	352047,	0	gene-YNL146W	cmpl	cmpl	0,	30	303	30	303	True	True
rna-NM_001182983.1	NC_001146.8	+	352383	352560	352413	352530	1	352383,	352560,	0	gene-YNL145W	cmpl	cmpl	0,	30	117	30	117	True	True
rna-NM_001182982.1	NC_001146.8	-	352789	355072	352819	355042	1	352789,	355072,	0	gene-YNL144C	cmpl	cmpl	0,	30	2223	30	2223	True	True
rna-NM_001270759.1	NC_001146.8	-	356763	357216	356793	357186	1	356763,	357216,	0	gene-YNL143C	cmpl	cmpl	0,	30	393	30	393	True	True
rna-NM_001182980.1	NC_001146.8	+	357422	358982	357452	358952	1	357422,	358982,	0	gene-YNL142W	cmpl	cmpl	0,	30	1500	30	1500	True	True
rna-NM_001182979.1	NC_001146.8	+	359565	360669	359595	360639	1	359565,	360669,	0	gene-YNL141W	cmpl	cmpl	0,	30	1044	30	1044	True	True
rna-NM_001270760.1	NC_001146.8	-	360886	361516	360916	361486	1	360886,	361516,	0	gene-YNL140C	cmpl	cmpl	0,	30	570	30	570	True	True
rna-NM_001182977.3	NC_001146.8	-	360893	365747	360923	365717	1	360893,	365747,	0	gene-YNL139C	cmpl	cmpl	0,	30	4794	30	4794	True	True
rna-NM_001184519.1	NC_001146.8	+	366002	366442	366032	366412	2	366002,366157,	366035,366442,	0	gene-YNL138W-A	cmpl	cmpl	0,0,	30	258	30	258	True	True
rna-NM_001182976.1	NC_001146.8	+	366710	368351	366740	368321	1	366710,	368351,	0	gene-YNL138W	cmpl	cmpl	0,	30	1581	30	1581	True	True
rna-NM_001182975.3	NC_001146.8	-	368564	370085	368594	370055	1	368564,	370085,	0	gene-YNL137C	cmpl	cmpl	0,	30	1461	30	1461	True	True
rna-NM_001182974.1	NC_001146.8	+	370337	371675	370367	371645	1	370337,	371675,	0	gene-YNL136W	cmpl	cmpl	0,	30	1278	30	1278	True	True
rna-NM_001182973.1	NC_001146.8	-	371851	372256	371881	372226	1	371851,	372256,	0	gene-YNL135C	cmpl	cmpl	0,	30	345	30	345	True	True
rna-NM_001182972.3	NC_001146.8	-	372420	373611	372450	373581	1	372420,	373611,	0	gene-YNL134C	cmpl	cmpl	0,	30	1131	30	1131	True	True
rna-NM_001182971.3	NC_001146.8	-	374140	374722	374170	374692	1	374140,	374722,	0	gene-YNL133C	cmpl	cmpl	0,	30	522	30	522	True	True
rna-YNCN0006W	NC_001146.8	+	374868	374959	374959	374959	2	374868,374923,	374905,374959,	0	gene-YNCN0006W	none	none	-1,-1,	0	0	0	0	True	False
rna-NM_001182970.1	NC_001146.8	+	375290	378521	375320	378491	1	375290,	378521,	0	gene-YNL132W	cmpl	cmpl	0,	30	3171	30	3171	True	True
rna-NM_001182969.1	NC_001146.8	+	378736	379255	378766	379225	1	378736,	379255,	0	gene-YNL131W	cmpl	cmpl	0,	30	459	30	459	True	True
rna-NM_001182968.3	NC_001146.8	-	379527	380861	379557	380831	2	379527,380781,	380689,380861,	0	gene-YNL130C	cmpl	cmpl	2,0,	30	1182	30	1182	True	True
rna-NM_001184574.1	NC_001146.8	-	381214	381421	381244	381391	1	381214,	381421,	0	gene-YNL130C-A	cmpl	cmpl	0,	30	147	30	147	True	True
rna-NM_001182967.1	NC_001146.8	+	381449	382232	381479	382202	1	381449,	382232,	0	gene-YNL129W	cmpl	cmpl	0,	30	723	30	723	True	True
rna-NM_001182966.4	NC_001146.8	+	382328	383693	382358	383663	1	382328,	383693,	0	gene-YNL128W	cmpl	cmpl	0,	30	1305	30	1305	True	True
rna-NM_001182965.3	NC_001146.8	+	383956	386878	383986	386848	1	383956,	386878,	0	gene-YNL127W	cmpl	cmpl	0,	30	2862	30	2862	True	True
rna-NM_001182964.1	NC_001146.8	+	387196	389797	387226	389767	1	387196,	389797,	0	gene-YNL126W	cmpl	cmpl	0,	30	2541	30	2541	True	True
rna-NM_001182963.1	NC_001146.8	-	390115	392197	390145	392167	1	390115,	392197,	0	gene-YNL125C	cmpl	cmpl	0,	30	2022	30	2022	True	True
rna-NM_001182962.3	NC_001146.8	+	392861	394400	392891	394370	1	392861,	394400,	0	gene-YNL124W	cmpl	cmpl	0,	30	1479	30	1479	True	True
rna-NM_001182961.1	NC_001146.8	+	394654	397708	394684	397678	1	394654,	397708,	0	gene-YNL123W	cmpl	cmpl	0,	30	2994	30	2994	True	True
rna-NM_001182960.1	NC_001146.8	-	397992	398400	398022	398370	1	397992,	398400,	0	gene-YNL122C	cmpl	cmpl	0,	30	348	30	348	True	True
rna-NM_001182959.3	NC_001146.8	-	398653	400567	398683	400537	1	398653,	400567,	0	gene-YNL121C	cmpl	cmpl	0,	30	1854	30	1854	True	True
rna-NM_001182957.3	NC_001146.8	+	401009	402551	401039	402521	1	401009,	402551,	0	gene-YNL119W	cmpl	cmpl	0,	30	1482	30	1482	True	True
rna-NM_001182956.1	NC_001146.8	-	402621	405594	402651	405564	1	402621,	405594,	0	gene-YNL118C	cmpl	cmpl	0,	30	2913	30	2913	True	True
rna-NM_001182955.1	NC_001146.8	+	406327	408052	406357	408022	1	406327,	408052,	0	gene-YNL117W	cmpl	cmpl	0,	30	1665	30	1665	True	True
rna-NM_001182954.3	NC_001146.8	+	408310	409939	408340	409909	1	408310,	409939,	0	gene-YNL116W	cmpl	cmpl	0,	30	1569	30	1569	True	True
rna-NM_001182953.1	NC_001146.8	-	410088	412083	410118	412053	1	410088,	412083,	0	gene-YNL115C	cmpl	cmpl	0,	30	1935	30	1935	True	True
rna-NM_001182951.1	NC_001146.8	+	412740	413229	412770	413199	1	412740,	413229,	0	gene-YNL113W	cmpl	cmpl	0,	30	429	30	429	True	True
rna-NM_001182950.3	NC_001146.8	+	413608	416311	413638	416281	2	413608,415913,	414911,416311,	0	gene-YNL112W	cmpl	cmpl	0,1,	30	1641	30	1641	True	True
rna-NM_001182949.3	NC_001146.8	-	416909	417332	416939	417302	1	416909,	417332,	0	gene-YNL111C	cmpl	cmpl	0,	30	363	30	363	True	True
rna-NM_001182948.1	NC_001146.8	-	417795	418518	417825	418488	1	417795,	418518,	0	gene-YNL110C	cmpl	cmpl	0,	30	663	30	663	True	True
rna-NM_001182946.1	NC_001146.8	-	418983	419856	419013	419826	1	418983,	419856,	0	gene-YNL108C	cmpl	cmpl	0,	30	813	30	813	True	True
rna-NM_001182945.3	NC_001146.8	+	420067	420808	420097	420778	1	420067,	420808,	0	gene-YNL107W	cmpl	cmpl	0,	30	681	30	681	True	True
rna-NM_001182944.1	NC_001146.8	-	420913	424525	420943	424495	1	420913,	424525,	0	gene-YNL106C	cmpl	cmpl	0,	30	3552	30	3552	True	True
rna-NM_001182942.1	NC_001146.8	-	424864	426784	424894	426754	1	424864,	426784,	0	gene-YNL104C	cmpl	cmpl	0,	30	1860	30	1860	True	True
rna-NM_001182941.3	NC_001146.8	+	427704	429783	427734	429753	1	427704,	429783,	0	gene-YNL103W	cmpl	cmpl	0,	30	2019	30	2019	True	True
rna-NM_001182940.3	NC_001146.8	+	430056	434523	430086	434493	1	430056,	434523,	0	gene-YNL102W	cmpl	cmpl	0,	30	4407	30	4407	True	True
rna-NM_001182939.1	NC_001146.8	+	434968	437170	434998	437140	1	434968,	437170,	0	gene-YNL101W	cmpl	cmpl	0,	30	2142	30	2142	True	True
rna-NM_001182938.1	NC_001146.8	+	437582	438347	437612	438317	1	437582,	438347,	0	gene-YNL100W	cmpl	cmpl	0,	30	705	30	705	True	True
rna-NM_001182937.3	NC_001146.8	-	438536	439313	438566	439283	1	438536,	439313,	0	gene-YNL099C	cmpl	cmpl	0,	30	717	30	717	True	True
rna-NM_001182936.1	NC_001146.8	-	439571	440600	439601	440570	1	439571,	440600,	0	gene-YNL098C	cmpl	cmpl	0,	30	969	30	969	True	True
rna-NM_001184620.1	NC_001146.8	-	440766	440949	440796	440919	1	440766,	440949,	0	gene-YNL097C-B	cmpl	cmpl	0,	30	123	30	123	True	True
rna-NM_001182935.3	NC_001146.8	-	441335	442388	441365	442358	1	441335,	442388,	0	gene-YNL097C	cmpl	cmpl	0,	30	993	30	993	True	True
rna-YNCN0007W	NC_001146.8	+	443005	443119	443119	443119	2	443005,443075,	443043,443119,	0	gene-YNCN0007W	none	none	-1,-1,	0	0	0	0	True	False
rna-NM_001182934.3	NC_001146.8	-	443367	444345	443397	444315	2	443367,444171,	443826,444345,	0	gene-YNL096C	cmpl	cmpl	0,0,	30	573	30	573	True	True
rna-NM_001182933.1	NC_001146.8	-	444881	446870	444911	446840	1	444881,	446870,	0	gene-YNL095C	cmpl	cmpl	0,	30	1929	30	1929	True	True
rna-NM_001182932.1	NC_001146.8	+	447580	449404	447610	449374	1	447580,	449404,	0	gene-YNL094W	cmpl	cmpl	0,	30	1764	30	1764	True	True
rna-NM_001182931.3	NC_001146.8	+	449837	450560	449867	450530	1	449837,	450560,	0	gene-YNL093W	cmpl	cmpl	0,	30	663	30	663	True	True
rna-NM_001182930.1	NC_001146.8	+	450840	452103	450870	452073	1	450840,	452103,	0	gene-YNL092W	cmpl	cmpl	0,	30	1203	30	1203	True	True
rna-NM_001182929.1	NC_001146.8	+	452377	456160	452407	456130	1	452377,	456160,	0	gene-YNL091W	cmpl	cmpl	0,	30	3723	30	3723	True	True
rna-NM_001182928.3	NC_001146.8	+	456534	457173	456564	457143	1	456534,	457173,	0	gene-YNL090W	cmpl	cmpl	0,	30	579	30	579	True	True
rna-NM_001182926.3	NC_001146.8	+	457673	462020	457703	461990	1	457673,	462020,	0	gene-YNL088W	cmpl	cmpl	0,	30	4287	30	4287	True	True
rna-NM_001182925.1	NC_001146.8	+	462380	465977	462410	465947	1	462380,	465977,	0	gene-YNL087W	cmpl	cmpl	0,	30	3537	30	3537	True	True
rna-NM_001182924.1	NC_001146.8	+	466303	466672	466333	466642	1	466303,	466672,	0	gene-YNL086W	cmpl	cmpl	0,	30	309	30	309	True	True
rna-NM_001182923.3	NC_001146.8	+	467100	469653	467130	469623	1	467100,	469653,	0	gene-YNL085W	cmpl	cmpl	0,	30	2493	30	2493	True	True
rna-NM_001182922.1	NC_001146.8	-	470022	471132	470052	471102	1	470022,	471132,	0	gene-YNL084C	cmpl	cmpl	0,	30	1050	30	1050	True	True
rna-NM_001182921.1	NC_001146.8	+	471346	472891	471376	472861	1	471346,	472891,	0	gene-YNL083W	cmpl	cmpl	0,	30	1485	30	1485	True	True
rna-NM_001182920.3	NC_001146.8	+	473360	476042	473390	476012	1	473360,	476042,	0	gene-YNL082W	cmpl	cmpl	0,	30	2622	30	2622	True	True
rna-NM_001182919.3	NC_001146.8	-	476157	476649	476187	476619	1	476157,	476649,	0	gene-YNL081C	cmpl	cmpl	0,	30	432	30	432	True	True
rna-NM_001182918.1	NC_001146.8	-	476901	478062	476931	478032	1	476901,	478062,	0	gene-YNL080C	cmpl	cmpl	0,	30	1101	30	1101	True	True
rna-NM_001182917.1	NC_001146.8	-	478535	479195	478565	479165	1	478535,	479195,	0	gene-YNL079C	cmpl	cmpl	0,	30	600	30	600	True	True
rna-NM_001182916.3	NC_001146.8	+	479737	481021	479767	480991	1	479737,	481021,	0	gene-YNL078W	cmpl	cmpl	0,	30	1224	30	1224	True	True
rna-NM_001182915.1	NC_001146.8	+	481360	483007	481390	482977	1	481360,	483007,	0	gene-YNL077W	cmpl	cmpl	0,	30	1587	30	1587	True	True
rna-NM_001182914.1	NC_001146.8	+	483525	485340	483555	485310	1	483525,	485340,	0	gene-YNL076W	cmpl	cmpl	0,	30	1755	30	1755	True	True
rna-NM_001182913.3	NC_001146.8	+	485576	486509	485606	486479	1	485576,	486509,	0	gene-YNL075W	cmpl	cmpl	0,	30	873	30	873	True	True
rna-NM_001182912.3	NC_001146.8	-	486735	488154	486765	488124	1	486735,	488154,	0	gene-YNL074C	cmpl	cmpl	0,	30	1359	30	1359	True	True
rna-NM_001182911.1	NC_001146.8	+	488355	490146	488385	490116	1	488355,	490146,	0	gene-YNL073W	cmpl	cmpl	0,	30	1731	30	1731	True	True
rna-NM_001182910.1	NC_001146.8	+	490286	491270	490316	491240	1	490286,	491270,	0	gene-YNL072W	cmpl	cmpl	0,	30	924	30	924	True	True
rna-NM_001182909.3	NC_001146.8	+	491492	493001	491522	492971	1	491492,	493001,	0	gene-YNL071W	cmpl	cmpl	0,	30	1449	30	1449	True	True
rna-NM_001182908.1	NC_001146.8	+	493335	493578	493365	493548	1	493335,	493578,	0	gene-YNL070W	cmpl	cmpl	0,	30	183	30	183	True	True
rna-NM_001182907.1	NC_001146.8	-	493925	495031	493955	495001	2	493925,494973,	494524,495031,	0	gene-YNL069C	cmpl	cmpl	1,0,	30	597	30	597	True	True
rna-NM_001182906.3	NC_001146.8	-	495670	498319	495700	498289	1	495670,	498319,	0	gene-YNL068C	cmpl	cmpl	0,	30	2589	30	2589	True	True
rna-NM_001184639.3	NC_001146.8	+	499386	499587	499416	499557	1	499386,	499587,	0	gene-YNL067W-B	cmpl	cmpl	0,	30	141	30	141	True	True
rna-NM_001182905.1	NC_001146.8	+	499650	500286	499680	500256	1	499650,	500286,	0	gene-YNL067W	cmpl	cmpl	0,	30	576	30	576	True	True
rna-NM_001182904.1	NC_001146.8	+	501484	502807	501514	502777	1	501484,	502807,	0	gene-YNL066W	cmpl	cmpl	0,	30	1263	30	1263	True	True
rna-NM_001182903.3	NC_001146.8	+	503693	505514	503723	505484	1	503693,	505514,	0	gene-YNL065W	cmpl	cmpl	0,	30	1761	30	1761	True	True
rna-NM_001182902.1	NC_001146.8	-	505837	507127	505867	507097	1	505837,	507127,	0	gene-YNL064C	cmpl	cmpl	0,	30	1230	30	1230	True	True
rna-NM_001182901.1	NC_001146.8	+	507727	508732	507757	508702	1	507727,	508732,	0	gene-YNL063W	cmpl	cmpl	0,	30	945	30	945	True	True
rna-NM_001182900.3	NC_001146.8	-	508745	510242	508775	510212	1	508745,	510242,	0	gene-YNL062C	cmpl	cmpl	0,	30	1437	30	1437	True	True
rna-NM_001182899.3	NC_001146.8	+	510509	512426	510539	512396	1	510509,	512426,	0	gene-YNL061W	cmpl	cmpl	0,	30	1857	30	1857	True	True
rna-NM_001182898.1	NC_001146.8	-	512637	514965	512667	514935	1	512637,	514965,	0	gene-YNL059C	cmpl	cmpl	0,	30	2268	30	2268	True	True
rna-NM_001182897.1	NC_001146.8	-	515732	516743	515762	516713	1	515732,	516743,	0	gene-YNL058C	cmpl	cmpl	0,	30	951	30	951	True	True
rna-NM_001182895.3	NC_001146.8	+	517218	517872	517248	517842	1	517218,	517872,	0	gene-YNL056W	cmpl	cmpl	0,	30	594	30	594	True	True
rna-NM_001182894.1	NC_001146.8	-	517963	518875	517993	518845	1	517963,	518875,	0	gene-YNL055C	cmpl	cmpl	0,	30	852	30	852	True	True
rna-YNCN0008C	NC_001146.8	-	519098	519169	519169	519169	1	519098,	519169,	0	gene-YNCN0008C	none	none	-1,	0	0	0	0	True	False
rna-NM_001184413.3	NC_001146.8	+	519425	520808	519455	520778	1	519425,	520808,	0	gene-YNL054W-A	cmpl	cmpl	0,	30	1323	30	1323	True	True
rna-NM_001281536.2	NC_001146.8	+	519425	524736	519455	524706	2	519425,520761,	520760,524736,	0	gene-YNL054W-B	cmpl	cmpl	0,0,	30	5250	30	5250	True	True
rna-NM_001182893.3	NC_001146.8	+	526055	529613	526085	529583	1	526055,	529613,	0	gene-YNL054W	cmpl	cmpl	0,	30	3498	30	3498	True	True
rna-NM_001182892.3	NC_001146.8	+	529911	531441	529941	531411	1	529911,	531441,	0	gene-YNL053W	cmpl	cmpl	0,	30	1470	30	1470	True	True
rna-NM_001182891.1	NC_001146.8	+	531694	532216	531724	532186	1	531694,	532216,	0	gene-YNL052W	cmpl	cmpl	0,	30	462	30	462	True	True
rna-NM_001182890.1	NC_001146.8	+	532628	533900	532658	533870	1	532628,	533900,	0	gene-YNL051W	cmpl	cmpl	0,	30	1212	30	1212	True	True
rna-NM_001182889.3	NC_001146.8	-	534048	535012	534078	534982	2	534048,534965,	534874,535012,	0	gene-YNL050C	cmpl	cmpl	2,0,	30	813	30	813	True	True
rna-NM_001182888.1	NC_001146.8	-	535250	537941	535280	537911	1	535250,	537941,	0	gene-YNL049C	cmpl	cmpl	0,	30	2631	30	2631	True	True
rna-NM_001182887.1	NC_001146.8	+	538142	539849	538172	539819	1	538142,	539849,	0	gene-YNL048W	cmpl	cmpl	0,	30	1647	30	1647	True	True
rna-NM_001182886.3	NC_001146.8	-	539880	541911	539910	541881	1	539880,	541911,	0	gene-YNL047C	cmpl	cmpl	0,	30	1971	30	1971	True	True
rna-NM_001182885.3	NC_001146.8	+	542273	542852	542303	542822	1	542273,	542852,	0	gene-YNL046W	cmpl	cmpl	0,	30	519	30	519	True	True
rna-NM_001182884.1	NC_001146.8	+	542932	545008	542962	544978	1	542932,	545008,	0	gene-YNL045W	cmpl	cmpl	0,	30	2016	30	2016	True	True
rna-NM_001182883.1	NC_001146.8	+	545237	545907	545267	545877	2	545237,545370,	545291,545907,	0	gene-YNL044W	cmpl	cmpl	0,0,	30	531	30	531	True	True
rna-YNCN0009W	NC_001146.8	+	547093	547196	547196	547196	2	547093,547160,	547129,547196,	0	gene-YNCN0009W	none	none	-1,-1,	0	0	0	0	True	False
rna-NM_001184662.3	NC_001146.8	+	547082	547400	547112	547370	1	547082,	547400,	0	gene-YNL042W-B	cmpl	cmpl	0,	30	258	30	258	True	True
rna-NM_001182881.1	NC_001146.8	+	548069	549320	548099	549290	1	548069,	549320,	0	gene-YNL042W	cmpl	cmpl	0,	30	1191	30	1191	True	True
rna-NM_001182880.1	NC_001146.8	-	549437	552017	549467	551987	1	549437,	552017,	0	gene-YNL041C	cmpl	cmpl	0,	30	2520	30	2520	True	True
rna-NM_001431143.1	NC_001146.8	-	552447	552588	552477	552558	1	552447,	552588,	0	gene-YNL040C-A	cmpl	cmpl	0,	30	81	30	81	True	True
rna-NM_001182879.3	NC_001146.8	+	553349	554780	553379	554750	1	553349,	554780,	0	gene-YNL040W	cmpl	cmpl	0,	30	1371	30	1371	True	True
rna-NM_001182878.3	NC_001146.8	+	555017	556862	555047	556832	1	555017,	556862,	0	gene-YNL039W	cmpl	cmpl	0,	30	1785	30	1785	True	True
rna-NM_001182877.1	NC_001146.8	+	556989	557813	557019	557783	2	556989,557684,	557610,557813,	0	gene-YNL038W	cmpl	cmpl	0,0,	30	690	30	690	True	True
rna-NM_001182876.1	NC_001146.8	-	557889	559032	557919	559002	1	557889,	559032,	0	gene-YNL037C	cmpl	cmpl	0,	30	1083	30	1083	True	True
rna-NM_001182875.3	NC_001146.8	+	559783	560509	559813	560479	1	559783,	560509,	0	gene-YNL036W	cmpl	cmpl	0,	30	666	30	666	True	True
rna-YNCN0010C	NC_001146.8	-	560692	560765	560765	560765	1	560692,	560765,	0	gene-YNCN0010C	none	none	-1,	0	0	0	0	True	False
rna-YNCN0011W	NC_001146.8	+	568114	568217	568217	568217	2	568114,568181,	568150,568217,	0	gene-YNCN0011W	none	none	-1,-1,	0	0	0	0	True	False
rna-NM_001182874.1	NC_001146.8	-	568491	569721	568521	569691	1	568491,	569721,	0	gene-YNL035C	cmpl	cmpl	0,	30	1170	30	1170	True	True
rna-YNCN0012C	NC_001146.8	-	569866	569940	569940	569940	1	569866,	569940,	0	gene-YNCN0012C	none	none	-1,	0	0	0	0	True	False
rna-NM_001182873.1	NC_001146.8	+	570446	572345	570476	572315	1	570446,	572345,	0	gene-YNL034W	cmpl	cmpl	0,	30	1839	30	1839	True	True
rna-NM_001182872.3	NC_001146.8	+	572968	573883	572998	573853	1	572968,	573883,	0	gene-YNL033W	cmpl	cmpl	0,	30	855	30	855	True	True
rna-NM_001182871.3	NC_001146.8	+	574475	575381	574505	575351	1	574475,	575381,	0	gene-YNL032W	cmpl	cmpl	0,	30	846	30	846	True	True
rna-NM_001182870.1	NC_001146.8	-	575609	576080	575639	576050	1	575609,	576080,	0	gene-YNL031C	cmpl	cmpl	0,	30	411	30	411	True	True
rna-NM_001182869.1	NC_001146.8	+	576696	577068	576726	577038	1	576696,	577068,	0	gene-YNL030W	cmpl	cmpl	0,	30	312	30	312	True	True
rna-NM_001182868.3	NC_001146.8	-	577174	578803	577204	578773	1	577174,	578803,	0	gene-YNL029C	cmpl	cmpl	0,	30	1569	30	1569	True	True
rna-NM_001182866.1	NC_001146.8	+	579549	581646	579579	581616	1	579549,	581646,	0	gene-YNL027W	cmpl	cmpl	0,	30	2037	30	2037	True	True
rna-NM_001182865.1	NC_001146.8	+	581889	583404	581919	583374	1	581889,	583404,	0	gene-YNL026W	cmpl	cmpl	0,	30	1455	30	1455	True	True
rna-NM_001182864.3	NC_001146.8	-	584289	585321	584319	585291	1	584289,	585321,	0	gene-YNL025C	cmpl	cmpl	0,	30	972	30	972	True	True
rna-NM_001184619.3	NC_001146.8	-	586571	586850	586601	586820	1	586571,	586850,	0	gene-YNL024C-A	cmpl	cmpl	0,	30	219	30	219	True	True
rna-NM_001182863.1	NC_001146.8	-	587076	587877	587106	587847	1	587076,	587877,	0	gene-YNL024C	cmpl	cmpl	0,	30	741	30	741	True	True
rna-NM_001182862.1	NC_001146.8	-	588232	591190	588262	591160	1	588232,	591190,	0	gene-YNL023C	cmpl	cmpl	0,	30	2898	30	2898	True	True
rna-NM_001182861.3	NC_001146.8	-	591396	592929	591426	592899	1	591396,	592929,	0	gene-YNL022C	cmpl	cmpl	0,	30	1473	30	1473	True	True
rna-NM_001182860.1	NC_001146.8	+	593196	595377	593226	595347	1	593196,	595377,	0	gene-YNL021W	cmpl	cmpl	0,	30	2121	30	2121	True	True
rna-NM_001182859.1	NC_001146.8	-	595592	597569	595622	597539	1	595592,	597569,	0	gene-YNL020C	cmpl	cmpl	0,	30	1917	30	1917	True	True
rna-NM_001182858.3	NC_001146.8	-	598345	599260	598375	599230	1	598345,	599260,	0	gene-YNL019C	cmpl	cmpl	0,	30	855	30	855	True	True
rna-NM_001182857.3	NC_001146.8	-	599905	601804	599935	601774	1	599905,	601804,	0	gene-YNL018C	cmpl	cmpl	0,	30	1839	30	1839	True	True
rna-YNCN0015W	NC_001146.8	+	602311	602385	602385	602385	1	602311,	602385,	0	gene-YNCN0015W	none	none	-1,	0	0	0	0	True	False
rna-NM_001182855.1	NC_001146.8	+	602876	604298	602906	604268	1	602876,	604298,	0	gene-YNL016W	cmpl	cmpl	0,	30	1362	30	1362	True	True
rna-NM_001182854.1	NC_001146.8	+	605353	605641	605383	605611	1	605353,	605641,	0	gene-YNL015W	cmpl	cmpl	0,	30	228	30	228	True	True
rna-NM_001182853.3	NC_001146.8	+	606288	609483	606318	609453	1	606288,	609483,	0	gene-YNL014W	cmpl	cmpl	0,	30	3135	30	3135	True	True
rna-NM_001182851.1	NC_001146.8	+	609655	611695	609685	611665	2	609655,609874,	609790,611695,	0	gene-YNL012W	cmpl	cmpl	0,0,	30	1896	30	1896	True	True
rna-NM_001182850.1	NC_001146.8	-	611805	613200	611835	613170	1	611805,	613200,	0	gene-YNL011C	cmpl	cmpl	0,	30	1335	30	1335	True	True
rna-NM_001182849.3	NC_001146.8	+	613604	614390	613634	614360	1	613604,	614390,	0	gene-YNL010W	cmpl	cmpl	0,	30	726	30	726	True	True
rna-NM_001182848.3	NC_001146.8	+	614790	616113	614820	616083	1	614790,	616113,	0	gene-YNL009W	cmpl	cmpl	0,	30	1263	30	1263	True	True
rna-NM_001182847.2	NC_001146.8	-	616180	618271	616210	618241	1	616180,	618271,	0	gene-YNL008C	cmpl	cmpl	0,	30	2031	30	2031	True	True
rna-NM_001182846.1	NC_001146.8	-	618476	619595	618506	619565	1	618476,	619595,	0	gene-YNL007C	cmpl	cmpl	0,	30	1059	30	1059	True	True
