chromosome	gene_id	transcript_id	start	end	utr5_length	cds_length	utr3_length	strand	rep_transcript	modified
NC_001146.8	YNL180C	NM_001183018.1	299623	300679	30	996	30	-	True	True
NC_001146.8	YNL178W	NM_001183016.3	302649	303432	30	723	30	+	True	True
NC_001146.8	YNL177C	NM_001183015.2	303655	304645	30	930	30	-	True	True
NC_001146.8	YNL176C	NM_001183014.2	305039	307010	30	1911	30	-	True	True
NC_001146.8	YNL175C	NM_001183013.2	307370	308642	30	1212	30	-	True	True
NC_001146.8	YNL173C	NM_001183011.1	308926	310087	30	1101	30	-	True	True
NC_001146.8	YNL172W	NM_001183010.4	310605	315912	30	5247	30	+	True	True
NC_001146.8	YNL169C	NM_001183007.1	316138	317701	30	1503	30	-	True	True
NC_001146.8	YNL168C	NM_001183006.1	317999	318839	30	780	30	-	True	True
NC_001146.8	YNL167C	NM_001183005.1	319385	321389	30	1944	30	-	True	True
NC_001146.8	YNL166C	NM_001183004.1	322188	323595	30	1347	30	-	True	True
NC_001146.8	YNL165W	NM_001183003.3	323801	325082	30	1221	30	+	True	True
NC_001146.8	YNL164C	NM_001183002.1	325234	326350	30	1056	30	-	True	True
NC_001146.8	YNL163C	NM_001183001.1	326710	330103	30	3333	30	-	True	True
NC_001146.8	YNL162W-A	NM_001184490.1	330298	330577	30	219	30	+	True	True
NC_001146.8	YNL162W	NM_001183000.1	331291	332184	30	321	30	+	True	True
NC_001146.8	YNL161W	NM_001182999.3	332566	334897	30	2271	30	+	True	True
NC_001146.8	YNL160W	NM_001182998.1	336514	337639	30	1065	30	+	True	True
NC_001146.8	YNL159C	NM_001182997.1	338447	339377	30	870	30	-	True	True
NC_001146.8	YNL158W	NM_001182996.1	339581	340238	30	597	30	+	True	True
NC_001146.8	YNL157W	NM_001182995.1	340321	340888	30	507	30	+	True	True
NC_001146.8	YNL156C	NM_001182994.3	341038	341998	30	900	30	-	True	True
NC_001146.8	YNL155C-A	NM_001431142.1	341880	342165	30	225	30	-	True	True
NC_001146.8	YNL155W	NM_001182993.1	342485	343370	30	825	30	+	True	True
NC_001146.8	YNL154C	NM_001182992.1	343605	345306	30	1641	30	-	True	True
NC_001146.8	YNL153C	NM_001182991.1	345638	346088	30	390	30	-	True	True
NC_001146.8	YNL152W	NM_001182990.1	346282	347572	30	1230	30	+	True	True
NC_001146.8	YNL151C	NM_001182989.3	347735	348551	30	756	30	-	True	True
NC_001146.8	YNL149C	NM_001182987.1	349336	349786	30	390	30	-	True	True
NC_001146.8	YNL148C	NM_001182986.1	349876	350701	30	765	30	-	True	True
NC_001146.8	YNL147W	NM_001182985.1	350909	351413	30	348	30	+	True	True
NC_001146.8	YNL146C-A	NM_001184663.1	351355	351610	30	195	30	-	True	True
NC_001146.8	YNL146W	NM_001182984.3	351684	352047	30	303	30	+	True	True
NC_001146.8	YNL145W	NM_001182983.1	352383	352560	30	117	30	+	True	True
NC_001146.8	YNL144C	NM_001182982.1	352789	355072	30	2223	30	-	True	True
NC_001146.8	YNL143C	NM_001270759.1	356763	357216	30	393	30	-	True	True
NC_001146.8	YNL142W	NM_001182980.1	357422	358982	30	1500	30	+	True	True
NC_001146.8	YNL141W	NM_001182979.1	359565	360669	30	1044	30	+	True	True
NC_001146.8	YNL140C	NM_001270760.1	360886	361516	30	570	30	-	True	True
NC_001146.8	YNL139C	NM_001182977.3	360893	365747	30	4794	30	-	True	True
NC_001146.8	YNL138W-A	NM_001184519.1	366002	366442	30	258	30	+	True	True
NC_001146.8	YNL138W	NM_001182976.1	366710	368351	30	1581	30	+	True	True
NC_001146.8	YNL137C	NM_001182975.3	368564	370085	30	1461	30	-	True	True
NC_001146.8	YNL136W	NM_001182974.1	370337	371675	30	1278	30	+	True	True
NC_001146.8	YNL135C	NM_001182973.1	371851	372256	30	345	30	-	True	True
NC_001146.8	YNL134C	NM_001182972.3	372420	373611	30	1131	30	-	True	True
NC_001146.8	YNL133C	NM_001182971.3	374140	374722	30	522	30	-	True	True
NC_001146.8	YNL132W	NM_001182970.1	375290	378521	30	3171	30	+	True	True
NC_001146.8	YNL131W	NM_001182969.1	378736	379255	30	459	30	+	True	True
NC_001146.8	YNL130C	NM_001182968.3	379527	380861	30	1182	30	-	True	True
NC_001146.8	YNL130C-A	NM_001184574.1	381214	381421	30	147	30	-	True	True
NC_001146.8	YNL129W	NM_001182967.1	381449	382232	30	723	30	+	True	True
NC_001146.8	YNL128W	NM_001182966.4	382328	383693	30	1305	30	+	True	True
NC_001146.8	YNL127W	NM_001182965.3	383956	386878	30	2862	30	+	True	True
NC_001146.8	YNL126W	NM_001182964.1	387196	389797	30	2541	30	+	True	True
NC_001146.8	YNL125C	NM_001182963.1	390115	392197	30	2022	30	-	True	True
NC_001146.8	YNL124W	NM_001182962.3	392861	394400	30	1479	30	+	True	True
NC_001146.8	YNL123W	NM_001182961.1	394654	397708	30	2994	30	+	True	True
NC_001146.8	YNL122C	NM_001182960.1	397992	398400	30	348	30	-	True	True
NC_001146.8	YNL121C	NM_001182959.3	398653	400567	30	1854	30	-	True	True
NC_001146.8	YNL119W	NM_001182957.3	401009	402551	30	1482	30	+	True	True
NC_001146.8	YNL118C	NM_001182956.1	402621	405594	30	2913	30	-	True	True
NC_001146.8	YNL117W	NM_001182955.1	406327	408052	30	1665	30	+	True	True
NC_001146.8	YNL116W	NM_001182954.3	408310	409939	30	1569	30	+	True	True
NC_001146.8	YNL115C	NM_001182953.1	410088	412083	30	1935	30	-	True	True
NC_001146.8	YNL113W	NM_001182951.1	412740	413229	30	429	30	+	True	True
NC_001146.8	YNL112W	NM_001182950.3	413608	416311	30	1641	30	+	True	True
NC_001146.8	YNL111C	NM_001182949.3	416909	417332	30	363	30	-	True	True
NC_001146.8	YNL110C	NM_001182948.1	417795	418518	30	663	30	-	True	True
NC_001146.8	YNL108C	NM_001182946.1	418983	419856	30	813	30	-	True	True
NC_001146.8	YNL107W	NM_001182945.3	420067	420808	30	681	30	+	True	True
NC_001146.8	YNL106C	NM_001182944.1	420913	424525	30	3552	30	-	True	True
NC_001146.8	YNL104C	NM_001182942.1	424864	426784	30	1860	30	-	True	True
NC_001146.8	YNL103W	NM_001182941.3	427704	429783	30	2019	30	+	True	True
NC_001146.8	YNL102W	NM_001182940.3	430056	434523	30	4407	30	+	True	True
NC_001146.8	YNL101W	NM_001182939.1	434968	437170	30	2142	30	+	True	True
NC_001146.8	YNL100W	NM_001182938.1	437582	438347	30	705	30	+	True	True
NC_001146.8	YNL099C	NM_001182937.3	438536	439313	30	717	30	-	True	True
NC_001146.8	YNL098C	NM_001182936.1	439571	440600	30	969	30	-	True	True
NC_001146.8	YNL097C-B	NM_001184620.1	440766	440949	30	123	30	-	True	True
NC_001146.8	YNL097C	NM_001182935.3	441335	442388	30	993	30	-	True	True
NC_001146.8	YNL096C	NM_001182934.3	443367	444345	30	573	30	-	True	True
NC_001146.8	YNL095C	NM_001182933.1	444881	446870	30	1929	30	-	True	True
NC_001146.8	YNL094W	NM_001182932.1	447580	449404	30	1764	30	+	True	True
NC_001146.8	YNL093W	NM_001182931.3	449837	450560	30	663	30	+	True	True
NC_001146.8	YNL092W	NM_001182930.1	450840	452103	30	1203	30	+	True	True
NC_001146.8	YNL091W	NM_001182929.1	452377	456160	30	3723	30	+	True	True
NC_001146.8	YNL090W	NM_001182928.3	456534	457173	30	579	30	+	True	True
NC_001146.8	YNL088W	NM_001182926.3	457673	462020	30	4287	30	+	True	True
NC_001146.8	YNL087W	NM_001182925.1	462380	465977	30	3537	30	+	True	True
NC_001146.8	YNL086W	NM_001182924.1	466303	466672	30	309	30	+	True	True
NC_001146.8	YNL085W	NM_001182923.3	467100	469653	30	2493	30	+	True	True
NC_001146.8	YNL084C	NM_001182922.1	470022	471132	30	1050	30	-	True	True
NC_001146.8	YNL083W	NM_001182921.1	471346	472891	30	1485	30	+	True	True
NC_001146.8	YNL082W	NM_001182920.3	473360	476042	30	2622	30	+	True	True
NC_001146.8	YNL081C	NM_001182919.3	476157	476649	30	432	30	-	True	True
NC_001146.8	YNL080C	NM_001182918.1	476901	478062	30	1101	30	-	True	True
NC_001146.8	YNL079C	NM_001182917.1	478535	479195	30	600	30	-	True	True
NC_001146.8	YNL078W	NM_001182916.3	479737	481021	30	1224	30	+	True	True
NC_001146.8	YNL077W	NM_001182915.1	481360	483007	30	1587	30	+	True	True
NC_001146.8	YNL076W	NM_001182914.1	483525	485340	30	1755	30	+	True	True
NC_001146.8	YNL075W	NM_001182913.3	485576	486509	30	873	30	+	True	True
NC_001146.8	YNL074C	NM_001182912.3	486735	488154	30	1359	30	-	True	True
NC_001146.8	YNL073W	NM_001182911.1	488355	490146	30	1731	30	+	True	True
NC_001146.8	YNL072W	NM_001182910.1	490286	491270	30	924	30	+	True	True
NC_001146.8	YNL071W	NM_001182909.3	491492	493001	30	1449	30	+	True	True
NC_001146.8	YNL070W	NM_001182908.1	493335	493578	30	183	30	+	True	True
NC_001146.8	YNL069C	NM_001182907.1	493925	495031	30	597	30	-	True	True
NC_001146.8	YNL068C	NM_001182906.3	495670	498319	30	2589	30	-	True	True
NC_001146.8	YNL067W-B	NM_001184639.3	499386	499587	30	141	30	+	True	True
NC_001146.8	YNL067W	NM_001182905.1	499650	500286	30	576	30	+	True	True
NC_001146.8	YNL066W	NM_001182904.1	501484	502807	30	1263	30	+	True	True
NC_001146.8	YNL065W	NM_001182903.3	503693	505514	30	1761	30	+	True	True
NC_001146.8	YNL064C	NM_001182902.1	505837	507127	30	1230	30	-	True	True
NC_001146.8	YNL063W	NM_001182901.1	507727	508732	30	945	30	+	True	True
NC_001146.8	YNL062C	NM_001182900.3	508745	510242	30	1437	30	-	True	True
NC_001146.8	YNL061W	NM_001182899.3	510509	512426	30	1857	30	+	True	True
NC_001146.8	YNL059C	NM_001182898.1	512637	514965	30	2268	30	-	True	True
NC_001146.8	YNL058C	NM_001182897.1	515732	516743	30	951	30	-	True	True
NC_001146.8	YNL056W	NM_001182895.3	517218	517872	30	594	30	+	True	True
NC_001146.8	YNL055C	NM_001182894.1	517963	518875	30	852	30	-	True	True
NC_001146.8	YNL054W-A	NM_001184413.3	519425	520808	30	1323	30	+	True	True
NC_001146.8	YNL054W-B	NM_001281536.2	519425	524736	30	5250	30	+	True	True
NC_001146.8	YNL054W	NM_001182893.3	526055	529613	30	3498	30	+	True	True
NC_001146.8	YNL053W	NM_001182892.3	529911	531441	30	1470	30	+	True	True
NC_001146.8	YNL052W	NM_001182891.1	531694	532216	30	462	30	+	True	True
NC_001146.8	YNL051W	NM_001182890.1	532628	533900	30	1212	30	+	True	True
NC_001146.8	YNL050C	NM_001182889.3	534048	535012	30	813	30	-	True	True
NC_001146.8	YNL049C	NM_001182888.1	535250	537941	30	2631	30	-	True	True
NC_001146.8	YNL048W	NM_001182887.1	538142	539849	30	1647	30	+	True	True
NC_001146.8	YNL047C	NM_001182886.3	539880	541911	30	1971	30	-	True	True
NC_001146.8	YNL046W	NM_001182885.3	542273	542852	30	519	30	+	True	True
NC_001146.8	YNL045W	NM_001182884.1	542932	545008	30	2016	30	+	True	True
NC_001146.8	YNL044W	NM_001182883.1	545237	545907	30	531	30	+	True	True
NC_001146.8	YNL042W-B	NM_001184662.3	547082	547400	30	258	30	+	True	True
NC_001146.8	YNL042W	NM_001182881.1	548069	549320	30	1191	30	+	True	True
NC_001146.8	YNL041C	NM_001182880.1	549437	552017	30	2520	30	-	True	True
NC_001146.8	YNL040C-A	NM_001431143.1	552447	552588	30	81	30	-	True	True
NC_001146.8	YNL040W	NM_001182879.3	553349	554780	30	1371	30	+	True	True
NC_001146.8	YNL039W	NM_001182878.3	555017	556862	30	1785	30	+	True	True
NC_001146.8	YNL038W	NM_001182877.1	556989	557813	30	690	30	+	True	True
NC_001146.8	YNL037C	NM_001182876.1	557889	559032	30	1083	30	-	True	True
NC_001146.8	YNL036W	NM_001182875.3	559783	560509	30	666	30	+	True	True
NC_001146.8	YNL035C	NM_001182874.1	568491	569721	30	1170	30	-	True	True
NC_001146.8	YNL034W	NM_001182873.1	570446	572345	30	1839	30	+	True	True
NC_001146.8	YNL033W	NM_001182872.3	572968	573883	30	855	30	+	True	True
NC_001146.8	YNL032W	NM_001182871.3	574475	575381	30	846	30	+	True	True
NC_001146.8	YNL031C	NM_001182870.1	575609	576080	30	411	30	-	True	True
NC_001146.8	YNL030W	NM_001182869.1	576696	577068	30	312	30	+	True	True
NC_001146.8	YNL029C	NM_001182868.3	577174	578803	30	1569	30	-	True	True
NC_001146.8	YNL027W	NM_001182866.1	579549	581646	30	2037	30	+	True	True
NC_001146.8	YNL026W	NM_001182865.1	581889	583404	30	1455	30	+	True	True
NC_001146.8	YNL025C	NM_001182864.3	584289	585321	30	972	30	-	True	True
NC_001146.8	YNL024C-A	NM_001184619.3	586571	586850	30	219	30	-	True	True
NC_001146.8	YNL024C	NM_001182863.1	587076	587877	30	741	30	-	True	True
NC_001146.8	YNL023C	NM_001182862.1	588232	591190	30	2898	30	-	True	True
NC_001146.8	YNL022C	NM_001182861.3	591396	592929	30	1473	30	-	True	True
NC_001146.8	YNL021W	NM_001182860.1	593196	595377	30	2121	30	+	True	True
NC_001146.8	YNL020C	NM_001182859.1	595592	597569	30	1917	30	-	True	True
NC_001146.8	YNL019C	NM_001182858.3	598345	599260	30	855	30	-	True	True
NC_001146.8	YNL018C	NM_001182857.3	599905	601804	30	1839	30	-	True	True
NC_001146.8	YNL016W	NM_001182855.1	602876	604298	30	1362	30	+	True	True
NC_001146.8	YNL015W	NM_001182854.1	605353	605641	30	228	30	+	True	True
NC_001146.8	YNL014W	NM_001182853.3	606288	609483	30	3135	30	+	True	True
NC_001146.8	YNL012W	NM_001182851.1	609655	611695	30	1896	30	+	True	True
NC_001146.8	YNL011C	NM_001182850.1	611805	613200	30	1335	30	-	True	True
NC_001146.8	YNL010W	NM_001182849.3	613604	614390	30	726	30	+	True	True
NC_001146.8	YNL009W	NM_001182848.3	614790	616113	30	1263	30	+	True	True
NC_001146.8	YNL008C	NM_001182847.2	616180	618271	30	2031	30	-	True	True
NC_001146.8	YNL007C	NM_001182846.1	618476	619595	30	1059	30	-	True	True
NC_001146.8	YNL006W	NM_001182845.3	620036	621008	30	912	30	+	True	True
NC_001146.8	YNL005C	NM_001182844.1	621282	622458	30	1116	30	-	True	True
NC_001146.8	YNL004W	NM_001182843.1	622884	624651	30	1365	30	+	True	True
NC_001146.8	YNL003C	NM_001182842.3	624944	625859	30	855	30	-	True	True
NC_001146.8	YNL002C	NM_001182841.3	626143	627172	30	969	30	-	True	True
NC_001146.8	YNL001W	NM_001182840.1	627425	628646	30	1161	30	+	True	True
NC_001146.8	YNR001C	NM_001183178.1	629591	631091	30	1440	30	-	True	True
NC_001146.8	YNR002C	NM_001183179.3	632977	633886	30	849	30	-	True	True
NC_001146.8	YNR003C	NM_001183180.1	634313	635327	30	954	30	-	True	True
NC_001146.8	YNR004W	NM_001183181.1	635912	636413	30	441	30	+	True	True
NC_001146.8	YNR006W	NM_001183183.3	636955	638884	30	1869	30	+	True	True
NC_001146.8	YNR007C	NM_001183184.3	639151	640144	30	933	30	-	True	True
NC_001146.8	YNR008W	NM_001183185.1	640365	642411	30	1986	30	+	True	True
NC_001146.8	YNR009W	NM_001183186.1	642659	643469	30	750	30	+	True	True
NC_001146.8	YNR010W	NM_001183187.3	643713	644223	30	450	30	+	True	True
NC_001146.8	YNR011C	NM_001183188.1	644289	646980	30	2631	30	-	True	True
NC_001146.8	YNR012W	NM_001183189.1	647401	648967	30	1506	30	+	True	True
NC_001146.8	YNR013C	NM_001183190.3	648997	651742	30	2685	30	-	True	True
NC_001146.8	YNR014W	NM_001183191.3	652434	653133	30	639	30	+	True	True
NC_001146.8	YNR015W	NM_001183192.1	653356	654571	30	1155	30	+	True	True
NC_001146.8	YNR016C	NM_001183193.1	654642	661404	30	6702	30	-	True	True
NC_001146.8	YNR017W	NM_001183194.3	662882	663611	30	669	30	+	True	True
NC_001146.8	YNR018W	NM_001183195.1	664239	664974	30	675	30	+	True	True
NC_001146.8	YNR019W	NM_001183196.1	665308	667297	30	1929	30	+	True	True
NC_001146.8	YNR020C	NM_001183197.3	667379	668252	30	813	30	-	True	True
NC_001146.8	YNR021W	NM_001183198.3	668346	669621	30	1215	30	+	True	True
NC_001146.8	YNR022C	NM_001183199.1	669743	670223	30	420	30	-	True	True
NC_001146.8	YNR023W	NM_001183200.1	670387	672148	30	1701	30	+	True	True
NC_001146.8	YNR024W	NM_001183201.3	672378	672999	30	561	30	+	True	True
NC_001146.8	YNR026C	NM_001183203.1	673243	674719	30	1416	30	-	True	True
NC_001146.8	YNR027W	NM_001183204.1	674892	675906	30	954	30	+	True	True
NC_001146.8	YNR028W	NM_001183205.3	676146	677133	30	927	30	+	True	True
NC_001146.8	YNR029C	NM_001183206.3	677168	678518	30	1290	30	-	True	True
NC_001146.8	YNR030W	NM_001183207.1	678768	680484	30	1656	30	+	True	True
NC_001146.8	YNR031C	NM_001183208.1	680663	685463	30	4740	30	-	True	True
NC_001146.8	YNR032W	NM_001183209.3	685979	687146	30	1107	30	+	True	True
NC_001146.8	YNR032C-A	NM_001184344.1	687212	687494	30	222	30	-	True	True
NC_001146.8	YNR033W	NM_001183210.1	687604	690028	30	2364	30	+	True	True
NC_001146.8	YNR034W	NM_001183211.3	690290	691316	30	966	30	+	True	True
NC_001146.8	YNR034W-A	NM_001184446.3	692530	692887	30	297	30	+	True	True
NC_001146.8	YNR035C	NM_001183212.1	692988	694077	30	1029	30	-	True	True
NC_001146.8	YNR036C	NM_001183213.1	694330	694852	30	462	30	-	True	True
NC_001146.8	YNR037C	NM_001183214.3	695021	695357	30	276	30	-	True	True
NC_001146.8	YNR038W	NM_001183215.1	695564	697514	30	1890	30	+	True	True
NC_001146.8	YNR039C	NM_001183216.1	697583	699461	30	1818	30	-	True	True
NC_001146.8	YNR040W	NM_001183217.3	699659	700490	30	771	30	+	True	True
NC_001146.8	YNR041C	NM_001183218.3	700510	701689	30	1119	30	-	True	True
NC_001146.8	YNR043W	NM_001183220.1	701864	703115	30	1191	30	+	True	True
NC_001146.8	YNR044W	NM_001183221.1	703668	705906	30	2178	30	+	True	True
NC_001146.8	YNR045W	NM_001183222.3	706108	707638	30	1470	30	+	True	True
NC_001146.8	YNR046W	NM_001183223.1	707757	708225	30	408	30	+	True	True
NC_001146.8	YNR047W	NM_001183224.1	708492	711234	30	2682	30	+	True	True
NC_001146.8	YNR048W	NM_001183225.3	711599	712841	30	1182	30	+	True	True
NC_001146.8	YNR049C	NM_001183226.3	712992	713685	30	633	30	-	True	True
NC_001146.8	YNR050C	NM_001183227.1	714017	715418	30	1341	30	-	True	True
NC_001146.8	YNR051C	NM_001183228.1	716749	718357	30	1548	30	-	True	True
NC_001146.8	YNR052C	NM_001183229.3	719315	720677	30	1302	30	-	True	True
NC_001146.8	YNR053C	NM_001183230.1	721089	723142	30	1461	30	-	True	True
NC_001146.8	YNR054C	NM_001183231.1	723325	724336	30	951	30	-	True	True
NC_001146.8	YNR055C	NM_001183232.3	728395	730216	30	1761	30	-	True	True
NC_001146.8	YNR056C	NM_001183233.3	731587	733333	30	1686	30	-	True	True
NC_001146.8	YNR057C	NM_001183234.1	733325	734099	30	714	30	-	True	True
NC_001146.8	YNR058W	NM_001183235.1	734260	735763	30	1443	30	+	True	True
NC_001146.8	YNR059W	NM_001183236.3	736772	738575	30	1743	30	+	True	True
NC_001146.8	YNR060W	NM_001183237.1	739920	742140	30	2160	30	+	True	True
NC_001146.8	YNR061C	NM_001183238.1	742850	743570	30	660	30	-	True	True
NC_001146.8	YNR062C	NM_001183239.3	744329	745373	30	984	30	-	True	True
NC_001146.8	YNR063W	NM_001183240.3	746912	748796	30	1824	30	+	True	True
NC_001146.8	YNR064C	NM_001183241.1	749105	750038	30	873	30	-	True	True
NC_001146.8	YNR065C	NM_001183242.1	750319	753730	30	3351	30	-	True	True
NC_001146.8	YNR066C	NM_001183243.3	753694	755065	30	1311	30	-	True	True
NC_001146.8	YNR067C	NM_001183244.1	755715	759129	30	3354	30	-	True	True
NC_001146.8	YNR068C	NM_001183245.1	760036	760915	30	819	30	-	True	True
NC_001146.8	YNR069C	NM_001183246.3	761092	762622	30	1470	30	-	True	True
NC_001146.8	YNR070W	NM_001183247.4	765344	769406	30	4002	30	+	True	True
NC_001146.8	YNR071C	NM_001183248.1	770409	771498	30	1029	30	-	True	True
NC_001146.8	YNR072W	NM_001183249.1	772626	774381	30	1695	30	+	True	True
NC_001146.8	YNR073C	NM_001183250.3	774761	776330	30	1509	30	-	True	True
NC_001146.8	YNR074C	NM_001183251.1	777571	778768	30	1137	30	-	True	True
NC_001146.8	YNR075W	NM_001183252.1	779885	781070	30	1125	30	+	True	True
NC_001146.8	YNR075C-A	NM_001184621.3	781480	781633	30	93	30	-	True	True
NC_001146.8	YNR076W	NM_001183253.3	781887	782310	30	363	30	+	True	True
NC_001146.8	YNR077C	NM_001267862.1	783256	783571	30	255	30	-	True	True
NC_001147.6	YOL166W-A	NM_001184623.1	554	770	30	156	30	+	True	True
NC_001147.6	YOL165C	NM_001183418.1	1616	2108	30	432	30	-	True	True
NC_001147.6	YOL164W-A	NM_001184575.1	4099	4342	30	183	30	+	True	True
NC_001147.6	YOL164W	NM_001183417.1	6144	8145	30	1941	30	+	True	True
NC_001147.6	YOL163W	NM_001183416.1	9566	10136	30	510	30	+	True	True
NC_001147.6	YOL162W	NM_001183415.1	10088	10796	30	648	30	+	True	True
NC_001147.6	YOL161C	NM_001183414.1	11518	11941	30	363	30	-	True	True
NC_001147.6	YOL160W	NM_001348873.1	14282	14684	30	342	30	+	True	True
NC_001147.6	YOL159C-A	NM_001184493.1	15202	15535	30	273	30	-	True	True
NC_001147.6	YOL159C	NM_001183412.1	17250	17826	30	516	30	-	True	True
NC_001147.6	YOL158C	NM_001183411.1	19460	21341	30	1821	30	-	True	True
NC_001147.6	YOL157C	NM_001183410.1	22494	24324	30	1770	30	-	True	True
NC_001147.6	YOL156W	NM_001183409.1	25242	27006	30	1704	30	+	True	True
NC_001147.6	YOL155W-A	NM_001184666.1	27053	27248	30	135	30	+	True	True
NC_001147.6	YOL155C	NM_001183408.1	28672	31636	30	2904	30	-	True	True
NC_001147.6	YOL154W	NM_001183407.1	34627	35437	30	750	30	+	True	True
NC_001147.6	YOL153C	YOL153C	36791	38597	30	1746	30	-	True	True
NC_001147.6	YOL152W	NM_001183406.1	40717	42640	30	1863	30	+	True	True
NC_001147.6	YOL151W	NM_001183405.1	43663	44752	30	1029	30	+	True	True
NC_001147.6	YOL149W	NM_001183403.1	44907	45663	30	696	30	+	True	True
NC_001147.6	YOL148C	NM_001183402.1	45729	47604	30	1815	30	-	True	True
NC_001147.6	YOL147C	NM_001183401.1	47902	48673	30	711	30	-	True	True
NC_001147.6	YOL146W	NM_001183400.1	48833	49478	30	585	30	+	True	True
NC_001147.6	YOL145C	NM_001183399.2	49524	52818	30	3234	30	-	True	True
NC_001147.6	YOL144W	NM_001183398.1	53067	54582	30	1455	30	+	True	True
NC_001147.6	YOL143C	NM_001183397.1	54564	55134	30	510	30	-	True	True
NC_001147.6	YOL142W	NM_001183396.2	55527	56310	30	723	30	+	True	True
NC_001147.6	YOL141W	NM_001183395.2	56421	58569	30	2088	30	+	True	True
NC_001147.6	YOL140W	NM_001183394.1	58728	60060	30	1272	30	+	True	True
NC_001147.6	YOL139C	NM_001183393.1	60352	61054	30	642	30	-	True	True
NC_001147.6	YOL138C	NM_001183392.2	61294	65380	30	4026	30	-	True	True
NC_001147.6	YOL137W	NM_001183391.1	65590	67144	30	1494	30	+	True	True
NC_001147.6	YOL136C	NM_001183390.1	67530	68784	30	1194	30	-	True	True
NC_001147.6	YOL135C	NM_001183389.1	69345	70074	30	669	30	-	True	True
NC_001147.6	YOL133W	NM_001183387.1	70294	70720	30	366	30	+	True	True
NC_001147.6	YOL132W	NM_001183386.1	71269	72745	30	1416	30	+	True	True
NC_001147.6	YOL131W	NM_001183385.1	73000	73387	30	327	30	+	True	True
NC_001147.6	YOL130W	NM_001183384.1	74369	77009	30	2580	30	+	True	True
NC_001147.6	YOL129W	NM_001183383.1	77529	78144	30	555	30	+	True	True
NC_001147.6	YOL128C	NM_001183382.1	78321	79509	30	1128	30	-	True	True
NC_001147.6	YOL127W	NM_001183381.1	80317	81220	30	429	30	+	True	True
NC_001147.6	YOL126C	NM_001183380.1	81756	82950	30	1134	30	-	True	True
NC_001147.6	YOL125W	NM_001183379.2	83803	85294	30	1431	30	+	True	True
NC_001147.6	YOL124C	NM_001183378.1	85425	86787	30	1302	30	-	True	True
NC_001147.6	YOL123W	NM_001183377.1	87813	89478	30	1605	30	+	True	True
NC_001147.6	YOL122C	NM_001183376.1	89661	91449	30	1728	30	-	True	True
NC_001147.6	YOL121C	NM_001183375.1	91995	92880	30	435	30	-	True	True
NC_001147.6	YOL120C	NM_001183374.1	93364	94432	30	561	30	-	True	True
NC_001147.6	YOL119C	NM_001183373.1	94825	96391	30	1506	30	-	True	True
NC_001147.6	YOL118C	NM_001348874.1	96577	96946	30	309	30	-	True	True
NC_001147.6	YOL117W	NM_001183371.1	97520	99518	30	1938	30	+	True	True
NC_001147.6	YOL116W	NM_001183370.1	99778	100987	30	1149	30	+	True	True
NC_001147.6	YOL115W	NM_001183369.1	101444	103259	30	1755	30	+	True	True
NC_001147.6	YOL114C	NM_001183368.1	103286	103955	30	609	30	-	True	True
NC_001147.6	YOL113W	NM_001183367.1	104295	106323	30	1968	30	+	True	True
NC_001147.6	YOL112W	NM_001183366.1	106679	108218	30	1479	30	+	True	True
NC_001147.6	YOL111C	NM_001183365.1	108227	108926	30	639	30	-	True	True
NC_001147.6	YOL110W	NM_001183364.1	109145	109919	30	714	30	+	True	True
NC_001147.6	YOL109W	NM_001183363.1	110266	110668	30	342	30	+	True	True
NC_001147.6	YOL108C	NM_001183362.1	111400	111916	30	456	30	-	True	True
NC_001147.6	YOL107W	NM_001183361.1	112071	113160	30	1029	30	+	True	True
NC_001147.6	YOL105C	NM_001183359.1	114107	115838	30	1671	30	-	True	True
NC_001147.6	YOL104C	NM_001183358.1	116365	117484	30	1059	30	-	True	True
NC_001147.6	YOL103W-A	NM_001184383.1	117969	119352	30	1323	30	+	True	True
NC_001147.6	YOL103W-B	NM_001184384.2	117969	123298	30	5268	30	+	True	True
NC_001147.6	YOL103W	NM_001183357.1	123970	125860	30	1830	30	+	True	True
NC_001147.6	YOL102C	NM_001183356.1	125966	126719	30	693	30	-	True	True
NC_001147.6	YOL101C	NM_001183355.1	126951	127950	30	939	30	-	True	True
NC_001147.6	YOL100W	NM_001183354.1	129206	132512	30	3246	30	+	True	True
NC_001147.6	YOL098C	NM_001183352.1	132694	135868	30	3114	30	-	True	True
NC_001147.6	YOL097W-A	NM_001184665.1	136189	136435	30	186	30	+	True	True
NC_001147.6	YOL097C	NM_001183351.1	136496	137855	30	1299	30	-	True	True
NC_001147.6	YOL096C	NM_001183350.1	138076	139075	30	939	30	-	True	True
NC_001147.6	YOL095C	NM_001183349.1	139196	141377	30	2121	30	-	True	True
NC_001147.6	YOL094C	NM_001183348.1	141553	142585	30	972	30	-	True	True
NC_001147.6	YOL093W	NM_001183347.1	142784	143726	30	882	30	+	True	True
NC_001147.6	YOL092W	NM_001183346.1	144173	145160	30	927	30	+	True	True
NC_001147.6	YOL091W	NM_001183345.1	145303	147193	30	1830	30	+	True	True
NC_001147.6	YOL090W	NM_001183344.1	147351	150306	30	2895	30	+	True	True
NC_001147.6	YOL089C	NM_001183343.1	150367	153520	30	3093	30	-	True	True
NC_001147.6	YOL088C	NM_001183342.1	153881	154775	30	834	30	-	True	True
